order_id,anomaly_type,requires_manual_review
ORD038664,,0
ORD008150,,0
ORD030464,,0
ORD031174,,0
ORD038529,,0
ORD054660,,0
ORD053016,,0
ORD027043,,0
ORD055541,,0
ORD054282,,0
ORD042662,,0
ORD004338,,0
ORD042796,,0
ORD012998,,0
ORD046158,,0
ORD046793,,0
ORD022347,,0
ORD012464,,0
ORD012403,,0
ORD000252,,0
ORD030021,,0
ORD050718,,0
ORD059149,,0
ORD033805,,0
ORD023207,,0
ORD050229,,0
ORD004887,,0
ORD002553,detention_padding,1
ORD048849,,0
ORD019426,,0
ORD043694,,0
ORD023918,,0
ORD017706,,0
ORD034124,,0
ORD022972,,0
ORD027925,,0
ORD019300,toll_inflation,1
ORD029070,,0
ORD028722,,0
ORD047187,,0
ORD034759,,0
ORD023413,,0
ORD051694,,0
ORD001838,,0
ORD041752,,0
ORD028765,,0
ORD012496,,0
ORD046186,,0
ORD021686,,0
ORD052736,,0
ORD027460,,0
ORD036162,,0
ORD015301,,0
ORD042986,,0
ORD006946,,0
ORD052509,,0
ORD010782,,0
ORD032962,,0
ORD032747,,0
ORD016596,,0
ORD029687,,0
ORD050442,,0
ORD049745,,0
ORD044554,,0
ORD022216,,0
ORD031660,,0
ORD026772,,0
ORD020391,,0
ORD053190,,0
ORD037023,,0
ORD035844,,0
ORD041349,,0
ORD030621,,0
ORD028119,,0
ORD051948,,0
ORD003784,,0
ORD026967,,0
ORD044196,,0
ORD058891,,0
ORD020625,,0
ORD034070,,0
ORD057267,,0
ORD043392,,0
ORD047285,detention_padding,1
ORD025537,,0
ORD009909,,0
ORD015833,,0
ORD032826,,0
ORD024666,,0
ORD015482,,0
ORD039512,,0
ORD057163,toll_inflation,1
ORD054548,,0
ORD053127,,0
ORD055810,,0
ORD050730,,0
ORD030663,,0
ORD023753,,0
ORD009794,,0
ORD008049,toll_inflation,1
ORD043853,,0
ORD030998,,0
ORD043049,,0
ORD047706,,0
ORD033146,,0
ORD048840,,0
ORD038702,detention_padding,1
ORD003559,detention_padding,1
ORD046964,,0
ORD034404,,0
ORD008812,,0
ORD033035,,0
ORD008636,,0
ORD055065,,0
ORD024956,,0
ORD056849,,0
ORD019828,weight_discrepancy,1
ORD014327,,0
ORD009589,,0
ORD002020,,0
ORD054949,,0
ORD010468,,0
ORD001346,,0
ORD017951,,0
ORD040612,,0
ORD027440,,0
ORD050116,,0
ORD005155,,0
ORD042514,detention_padding,1
ORD000193,,0
ORD005085,,0
ORD050125,detention_padding,1
ORD002050,,0
ORD001801,detention_padding,1
ORD006103,,0
ORD019317,,0
ORD035709,,0
ORD033661,,0
ORD012298,,0
ORD025228,,0
ORD057237,,0
ORD055615,,0
ORD042075,,0
ORD011612,,0
ORD056576,,0
ORD007478,,0
ORD053643,,0
ORD036713,,0
ORD038204,,0
ORD016808,,0
ORD034681,,0
ORD014922,,0
ORD026043,,0
ORD057609,,0
ORD027932,,0
ORD032064,,0
ORD030223,,0
ORD018326,,0
ORD018352,,0
ORD054145,,0
ORD004523,,0
ORD034994,,0
ORD014157,,0
ORD038116,,0
ORD047727,weight_discrepancy,1
ORD034764,,0
ORD045284,,0
ORD002488,,0
ORD008090,,0
ORD051604,,0
ORD025712,,0
ORD038513,,0
ORD003564,,0
ORD028430,,0
ORD027271,,0
ORD052695,,0
ORD017183,weight_discrepancy,1
ORD040803,,0
ORD043595,weight_discrepancy,1
ORD021499,,0
ORD003500,,0
ORD022483,,0
ORD027547,,0
ORD020152,,0
ORD010988,,0
ORD017116,,0
ORD042446,weight_discrepancy,1
ORD059835,,0
ORD040701,,0
ORD037447,,0
ORD052975,,0
ORD003938,,0
ORD020440,,0
ORD026707,,0
ORD004426,,0
ORD050246,,0
ORD027327,,0
ORD003692,,0
ORD010419,,0
ORD032467,,0
ORD038679,,0
ORD026544,,0
ORD041550,,0
ORD024180,,0
ORD056081,,0
ORD059384,,0
ORD033100,,0
ORD033098,,0
ORD038974,,0
ORD018391,detention_padding,1
ORD006247,,0
ORD059463,,0
ORD058774,,0
ORD002932,,0
ORD057420,,0
ORD041213,,0
ORD036949,detention_padding,1
ORD000726,,0
ORD054453,,0
ORD006116,,0
ORD005911,,0
ORD056512,,0
ORD043602,,0
ORD033681,,0
ORD023529,,0
ORD011263,,0
ORD024513,,0
ORD026088,,0
ORD017726,,0
ORD041668,,0
ORD041408,,0
ORD031924,,0
ORD034033,,0
ORD027949,,0
ORD043821,,0
ORD006505,,0
ORD031524,,0
ORD008537,,0
ORD029919,weight_discrepancy,1
ORD034055,,0
ORD055923,,0
ORD037187,,0
ORD055912,,0
ORD021569,,0
ORD030247,,0
ORD001004,,0
ORD046601,,0
ORD021609,,0
ORD002281,,0
ORD059616,,0
ORD006379,,0
ORD012155,,0
ORD059884,,0
ORD002457,,0
ORD028570,,0
ORD018986,,0
ORD036833,,0
ORD041725,,0
ORD002541,,0
ORD043170,,0
ORD047400,,0
ORD027746,,0
ORD000269,,0
ORD036440,,0
ORD014349,,0
ORD018394,,0
ORD053815,,0
ORD032121,,0
ORD057646,,0
ORD057861,,0
ORD057150,,0
ORD037758,,0
ORD033715,,0
ORD039217,,0
ORD059226,,0
ORD000441,,0
ORD058306,,0
ORD020404,weight_discrepancy,1
ORD048178,,0
ORD045396,,0
ORD026596,,0
ORD036201,,0
ORD009912,,0
ORD041809,,0
ORD044260,,0
ORD047150,,0
ORD051155,,0
ORD020317,,0
ORD014348,,0
ORD039743,,0
ORD050520,,0
ORD055958,,0
ORD050350,,0
ORD026268,,0
ORD039750,,0
ORD014476,,0
ORD024116,,0
ORD036075,,0
ORD014651,,0
ORD032426,detention_padding,1
ORD026444,,0
ORD056139,,0
ORD009134,detention_padding,1
ORD027580,,0
ORD017062,,0
ORD041586,,0
ORD058576,,0
ORD024687,,0
ORD021329,,0
ORD020483,,0
ORD024817,,0
ORD036656,,0
ORD020248,,0
ORD010722,,0
ORD007563,,0
ORD041647,,0
ORD020064,,0
ORD035365,,0
ORD042070,,0
ORD009610,,0
ORD006626,,0
ORD050731,,0
ORD027928,,0
ORD055755,,0
ORD043404,,0
ORD021043,,0
ORD039023,,0
ORD002610,,0
ORD012845,,0
ORD007778,,0
ORD007798,,0
ORD041156,,0
ORD007846,,0
ORD030222,,0
ORD018322,,0
ORD057600,detention_padding,1
ORD027951,,0
ORD058920,,0
ORD028401,,0
ORD052977,,0
ORD022809,,0
ORD024012,,0
ORD000570,,0
ORD022951,,0
ORD043633,,0
ORD049699,,0
ORD004194,,0
ORD017733,,0
ORD014653,,0
ORD001811,,0
ORD051180,,0
ORD059142,,0
ORD025030,,0
ORD058619,,0
ORD015581,,0
ORD023535,,0
ORD006417,,0
ORD004843,,0
ORD040040,,0
ORD042048,,0
ORD047920,,0
ORD059006,,0
ORD036118,,0
ORD041294,,0
ORD046399,,0
ORD033383,,0
ORD021936,,0
ORD050611,,0
ORD014382,,0
ORD015342,,0
ORD025295,,0
ORD015351,,0
ORD051919,,0
ORD014156,,0
ORD045946,,0
ORD042766,,0
ORD000583,,0
ORD017675,,0
ORD036234,,0
ORD017127,toll_inflation,1
ORD031030,,0
ORD013003,,0
ORD028514,,0
ORD027522,,0
ORD055702,,0
ORD000724,toll_inflation,1
ORD056017,,0
ORD008367,,0
ORD031310,,0
ORD003924,,0
ORD026185,,0
ORD056260,,0
ORD010767,,0
ORD045182,,0
ORD011522,,0
ORD038242,,0
ORD052622,,0
ORD028738,,0
ORD003870,,0
ORD032939,,0
ORD001468,,0
ORD035792,,0
ORD018537,,0
ORD000910,,0
ORD035060,,0
ORD044734,,0
ORD057471,,0
ORD008548,toll_inflation,1
ORD032502,,0
ORD057416,,0
ORD037445,,0
ORD031560,,0
ORD015383,,0
ORD008963,,0
ORD033838,weight_discrepancy,1
ORD006219,,0
ORD022120,,0
ORD021261,,0
ORD000886,toll_inflation,1
ORD042390,,0
ORD011979,detention_padding,1
ORD000417,,0
ORD038231,,0
ORD059481,,0
ORD059137,,0
ORD035836,,0
ORD042371,,0
ORD006445,,0
ORD024317,,0
ORD010210,,0
ORD009566,,0
ORD049224,,0
ORD020615,,0
ORD047327,,0
ORD051361,,0
ORD019181,,0
ORD021889,,0
ORD010930,,0
ORD053445,,0
ORD014798,,0
ORD014903,,0
ORD051422,,0
ORD025497,detention_padding,1
ORD021730,,0
ORD046974,,0
ORD029413,,0
ORD052191,,0
ORD030065,,0
ORD006181,,0
ORD052370,,0
ORD058886,,0
ORD003510,weight_discrepancy,1
ORD009394,,0
ORD045742,,0
ORD040763,,0
ORD029613,,0
ORD044773,,0
ORD058729,,0
ORD040259,,0
ORD016822,,0
ORD010698,,0
ORD039604,,0
ORD016236,,0
ORD029638,toll_inflation,1
ORD010868,,0
ORD015943,,0
ORD021745,,0
ORD041017,,0
ORD009110,,0
ORD052842,,0
ORD038681,,0
ORD059893,,0
ORD042154,,0
ORD039004,,0
ORD020108,,0
ORD046581,,0
ORD016641,,0
ORD004891,,0
ORD046566,,0
ORD050606,,0
ORD053895,,0
ORD023637,,0
ORD036250,,0
ORD024822,,0
ORD047636,,0
ORD014189,,0
ORD018936,,0
ORD052361,,0
ORD013915,,0
ORD017165,,0
ORD026435,,0
ORD014916,,0
ORD005936,,0
ORD005245,,0
ORD002976,,0
ORD039799,,0
ORD055118,,0
ORD042689,,0
ORD006524,,0
ORD037637,,0
ORD055505,,0
ORD055242,,0
ORD019750,,0
ORD019745,,0
ORD040781,,0
ORD033018,,0
ORD029682,,0
ORD009756,,0
ORD014069,,0
ORD029772,,0
ORD032181,,0
ORD041612,,0
ORD028924,,0
ORD022167,,0
ORD007927,,0
ORD000393,,0
ORD036013,,0
ORD039562,,0
ORD020618,,0
ORD004928,,0
ORD042931,,0
ORD023756,,0
ORD018448,weight_discrepancy,1
ORD058234,,0
ORD058372,,0
ORD034868,,0
ORD032692,,0
ORD010548,,0
ORD016326,,0
ORD040856,,0
ORD040929,,0
ORD050461,,0
ORD043052,,0
ORD018952,,0
ORD016347,,0
ORD029625,,0
ORD012977,,0
ORD004704,,0
ORD055301,,0
ORD037747,,0
ORD048834,,0
ORD052379,,0
ORD011685,,0
ORD034415,,0
ORD041119,,0
ORD005680,,0
ORD028065,,0
ORD039581,,0
ORD027929,,0
ORD047927,,0
ORD003251,,0
ORD026798,,0
ORD042787,,0
ORD055028,,0
ORD039215,,0
ORD032048,,0
ORD057205,,0
ORD055592,,0
ORD046522,weight_discrepancy,1
ORD038012,,0
ORD033452,,0
ORD037800,,0
ORD020644,,0
ORD027557,,0
ORD018743,,0
ORD030872,,0
ORD032311,,0
ORD003096,,0
ORD022395,,0
ORD016412,,0
ORD007672,,0
ORD026053,,0
ORD034927,,0
ORD000211,,0
ORD038754,,0
ORD012663,,0
ORD040571,,0
ORD051393,,0
ORD049371,,0
ORD018424,detention_padding,1
ORD053175,,0
ORD055641,detention_padding,1
ORD006603,,0
ORD008892,,0
ORD057551,,0
ORD046379,,0
ORD035969,,0
ORD054863,,0
ORD020237,,0
ORD029479,,0
ORD010464,,0
ORD027000,,0
ORD013832,,0
ORD021294,,0
ORD013945,,0
ORD043313,,0
ORD019854,,0
ORD055218,,0
ORD002957,,0
ORD040675,,0
ORD012047,,0
ORD022153,,0
ORD052232,,0
ORD036394,,0
ORD026959,,0
ORD020817,,0
ORD049190,,0
ORD045288,,0
ORD008833,,0
ORD054600,,0
ORD040846,,0
ORD006296,,0
ORD038951,,0
ORD058972,,0
ORD029357,,0
ORD048646,,0
ORD028425,,0
ORD011084,,0
ORD008690,,0
ORD057385,,0
ORD034846,,0
ORD025636,,0
ORD054802,,0
ORD010934,,0
ORD027326,,0
ORD058738,,0
ORD007165,,0
ORD034698,,0
ORD025419,,0
ORD049542,,0
ORD014423,,0
ORD008496,,0
ORD029637,,0
ORD007861,,0
ORD041341,,0
ORD017068,,0
ORD026339,,0
ORD047172,,0
ORD016632,,0
ORD043755,,0
ORD045372,detention_padding,1
ORD047645,detention_padding,1
ORD014494,,0
ORD033992,,0
ORD039296,,0
ORD032058,,0
ORD054712,,0
ORD037088,,0
ORD005872,,0
ORD028018,,0
ORD040513,,0
ORD047477,,0
ORD028682,,0
ORD007157,,0
ORD009923,,0
ORD021667,,0
ORD051817,detention_padding,1
ORD000336,,0
ORD043252,,0
ORD022048,,0
ORD018468,weight_discrepancy,1
ORD000923,,0
ORD053264,,0
ORD013450,,0
ORD028396,,0
ORD056986,,0
ORD029080,,0
ORD047580,,0
ORD012197,,0
ORD016282,,0
ORD031111,detention_padding,1
ORD020352,,0
ORD052897,,0
ORD045187,,0
ORD054359,weight_discrepancy,1
ORD026421,,0
ORD011881,,0
ORD037971,,0
ORD054731,,0
ORD036268,,0
ORD031558,,0
ORD051188,,0
ORD019078,,0
ORD030176,,0
ORD025512,,0
ORD039574,,0
ORD051421,,0
ORD056715,weight_discrepancy,1
ORD005481,,0
ORD032746,,0
ORD059200,,0
ORD015635,,0
ORD022002,,0
ORD049252,,0
ORD024352,,0
ORD040449,,0
ORD045625,,0
ORD025743,,0
ORD042249,,0
ORD040084,,0
ORD032094,,0
ORD038135,toll_inflation,1
ORD042914,,0
ORD020528,,0
ORD013715,,0
ORD020865,,0
ORD059355,,0
ORD023403,,0
ORD032385,,0
ORD009149,,0
ORD024670,,0
ORD018998,,0
ORD045433,,0
ORD046262,,0
ORD038930,,0
ORD034135,,0
ORD008008,,0
ORD041560,,0
ORD023779,,0
ORD016755,,0
ORD007523,,0
ORD010958,,0
ORD026660,,0
ORD020479,,0
ORD049110,,0
ORD023573,,0
ORD037735,,0
ORD058261,,0
ORD054578,,0
ORD032535,,0
ORD049425,,0
ORD034008,weight_discrepancy,1
ORD032688,,0
ORD014596,,0
ORD020027,,0
ORD056686,,0
ORD017756,,0
ORD015139,,0
ORD004427,detention_padding,1
ORD023154,,0
ORD054847,,0
ORD001446,,0
ORD037907,,0
ORD042862,,0
ORD033240,,0
ORD000838,,0
ORD037638,detention_padding,1
ORD046834,,0
ORD049211,,0
ORD051652,,0
ORD026102,,0
ORD006282,,0
ORD021681,,0
ORD053520,,0
ORD042400,,0
ORD018681,,0
ORD047924,,0
ORD046394,,0
ORD032497,,0
ORD027238,,0
ORD027916,,0
ORD014074,,0
ORD041320,,0
ORD003226,,0
ORD056190,,0
ORD049215,,0
ORD028980,,0
ORD038504,,0
ORD053713,,0
ORD046802,,0
ORD030013,,0
ORD002256,,0
ORD028938,,0
ORD056133,,0
ORD044670,,0
ORD034660,,0
ORD052502,,0
ORD040164,,0
ORD008677,,0
ORD042151,,0
ORD040528,,0
ORD019443,,0
ORD019168,,0
ORD027658,,0
ORD049641,,0
ORD018635,,0
ORD029131,,0
ORD041399,,0
ORD026702,,0
ORD031237,,0
ORD042988,,0
ORD057517,,0
ORD005862,,0
ORD041513,,0
ORD007148,,0
ORD037156,,0
ORD014320,,0
ORD057994,detention_padding,1
ORD025733,,0
ORD054874,,0
ORD020358,,0
ORD055555,,0
ORD013601,,0
ORD036326,,0
ORD039188,,0
ORD057231,detention_padding,1
ORD057489,,0
ORD058311,,0
ORD040454,,0
ORD001958,,0
ORD001671,,0
ORD041796,,0
ORD030606,,0
ORD046469,,0
ORD040274,,0
ORD037070,,0
ORD050818,,0
ORD006854,,0
ORD053112,,0
ORD010738,,0
ORD058521,,0
ORD007905,,0
ORD045402,,0
ORD005666,,0
ORD003826,,0
ORD003576,,0
ORD028054,,0
ORD034000,,0
ORD036223,,0
ORD030709,detention_padding,1
ORD001833,detention_padding,1
ORD012777,,0
ORD048317,,0
ORD051734,,0
ORD045286,,0
ORD047711,,0
ORD006291,,0
ORD008629,,0
ORD007811,,0
ORD008396,,0
ORD042883,,0
ORD039731,,0
ORD008069,weight_discrepancy,1
ORD057849,,0
ORD018384,toll_inflation,1
ORD032834,,0
ORD026283,,0
ORD006632,,0
ORD024140,,0
ORD037629,,0
ORD053362,,0
ORD007254,,0
ORD049621,,0
ORD018044,,0
ORD046985,,0
ORD057571,,0
ORD037079,,0
ORD046082,,0
ORD049958,,0
ORD037483,,0
ORD028569,,0
ORD045457,,0
ORD014089,,0
ORD047919,,0
ORD042867,,0
ORD002357,,0
ORD047083,,0
ORD001419,,0
ORD022064,,0
ORD034358,,0
ORD030339,,0
ORD005201,,0
ORD014823,,0
ORD024890,,0
ORD015350,,0
ORD011669,,0
ORD018815,toll_inflation,1
ORD002192,,0
ORD027645,,0
ORD054220,,0
ORD059296,,0
ORD008516,,0
ORD023591,,0
ORD026598,weight_discrepancy,1
ORD020668,,0
ORD003660,,0
ORD030338,,0
ORD000302,,0
ORD040256,toll_inflation,1
ORD006287,,0
ORD054416,,0
ORD006877,,0
ORD001466,,0
ORD041904,,0
ORD025100,,0
ORD029716,,0
ORD025060,,0
ORD044359,,0
ORD003022,,0
ORD053891,,0
ORD027993,,0
ORD038539,,0
ORD039239,,0
ORD025400,,0
ORD046917,,0
ORD008927,,0
ORD045248,,0
ORD007692,,0
ORD039256,,0
ORD005604,,0
ORD021200,,0
ORD059146,,0
ORD045966,,0
ORD022052,,0
ORD009050,,0
ORD007366,,0
ORD052782,,0
ORD013016,,0
ORD031945,,0
ORD044653,,0
ORD016570,,0
ORD025265,,0
ORD019198,,0
ORD028740,,0
ORD051102,,0
ORD054640,,0
ORD045235,weight_discrepancy,1
ORD036995,,0
ORD010218,toll_inflation,1
ORD025840,,0
ORD002011,,0
ORD026183,,0
ORD007255,,0
ORD046825,,0
ORD051849,,0
ORD019640,,0
ORD037898,,0
ORD055045,,0
ORD046886,,0
ORD040174,,0
ORD036463,,0
ORD057085,,0
ORD045806,,0
ORD029882,toll_inflation,1
ORD003333,,0
ORD049854,,0
ORD026473,,0
ORD046650,,0
ORD019098,,0
ORD000591,,0
ORD050905,,0
ORD031806,,0
ORD009653,,0
ORD000503,,0
ORD006025,,0
ORD028604,,0
ORD058465,,0
ORD007584,,0
ORD048958,,0
ORD057283,,0
ORD036959,,0
ORD009769,,0
ORD009772,,0
ORD033067,,0
ORD052688,,0
ORD053278,,0
ORD027213,,0
ORD004134,,0
ORD034190,,0
ORD059524,,0
ORD013251,,0
ORD027420,,0
ORD014530,,0
ORD039862,,0
ORD049290,,0
ORD004425,,0
ORD044203,,0
ORD027907,,0
ORD008307,,0
ORD008630,,0
ORD032855,,0
ORD028087,,0
ORD026742,,0
ORD032545,,0
ORD057510,,0
ORD030316,,0
ORD014607,,0
ORD027364,,0
ORD022512,,0
ORD056744,,0
ORD002502,,0
ORD046289,,0
ORD046809,,0
ORD011784,weight_discrepancy,1
ORD052802,,0
ORD047022,,0
ORD046801,,0
ORD030054,,0
ORD032465,,0
ORD038695,,0
ORD025908,,0
ORD037842,,0
ORD035204,weight_discrepancy,1
ORD015782,,0
ORD038218,,0
ORD044606,,0
ORD055088,detention_padding,1
ORD031281,,0
ORD040911,,0
ORD034596,,0
ORD048583,,0
ORD053419,,0
ORD043445,,0
ORD031318,,0
ORD036057,,0
ORD031211,,0
ORD056908,,0
ORD021969,,0
ORD002376,,0
ORD059465,,0
ORD050204,,0
ORD027283,,0
ORD035820,,0
ORD034896,,0
ORD009162,,0
ORD042023,,0
ORD050966,,0
ORD050664,,0
ORD051777,,0
ORD007154,,0
ORD029248,,0
ORD035274,,0
ORD013505,,0
ORD003909,,0
ORD012844,,0
ORD006601,,0
ORD046356,,0
ORD003646,,0
ORD050673,,0
ORD053598,,0
ORD007493,toll_inflation,1
ORD044672,,0
ORD011124,,0
ORD035808,,0
ORD019413,,0
ORD008230,,0
ORD026434,,0
