price_date,state,diesel_price_per_litre,source
2023-01-08,Punjab,92.25,PPAC-derived
2023-01-08,Rajasthan,95.05,PPAC-derived
2023-01-08,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-08,Telangana,96.15,PPAC-derived
2023-01-08,Uttar Pradesh,90.85,PPAC-derived
2023-01-08,West Bengal,92.76,PPAC-IOC-metro
2023-01-09,Andhra Pradesh,97.35,PPAC-derived
2023-01-09,Delhi,89.62,PPAC-IOC-metro
2023-01-09,Gujarat,89.15,PPAC-derived
2023-01-09,Haryana,91.65,PPAC-derived
2023-01-09,Karnataka,93.85,PPAC-derived
2023-01-09,Madhya Pradesh,94.15,PPAC-derived
2023-01-09,Maharashtra,94.27,PPAC-IOC-metro
2023-01-09,Punjab,92.25,PPAC-derived
2023-01-09,Rajasthan,95.05,PPAC-derived
2023-01-09,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-09,Telangana,96.15,PPAC-derived
2023-01-09,Uttar Pradesh,90.85,PPAC-derived
2023-01-09,West Bengal,92.76,PPAC-IOC-metro
2023-01-10,Andhra Pradesh,97.35,PPAC-derived
2023-01-10,Delhi,89.62,PPAC-IOC-metro
2023-01-10,Gujarat,89.15,PPAC-derived
2023-01-10,Haryana,91.65,PPAC-derived
2023-01-10,Karnataka,93.85,PPAC-derived
2023-01-10,Madhya Pradesh,94.15,PPAC-derived
2023-01-10,Maharashtra,94.27,PPAC-IOC-metro
2023-01-10,Punjab,92.25,PPAC-derived
2023-01-10,Rajasthan,95.05,PPAC-derived
2023-01-10,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-10,Telangana,96.15,PPAC-derived
2023-01-10,Uttar Pradesh,90.85,PPAC-derived
2023-01-10,West Bengal,92.76,PPAC-IOC-metro
2023-01-11,Andhra Pradesh,97.35,PPAC-derived
2023-01-11,Delhi,89.62,PPAC-IOC-metro
2023-01-11,Gujarat,89.15,PPAC-derived
2023-01-11,Haryana,91.65,PPAC-derived
2023-01-11,Karnataka,93.85,PPAC-derived
2023-01-11,Madhya Pradesh,94.15,PPAC-derived
2023-01-11,Maharashtra,94.27,PPAC-IOC-metro
2023-01-11,Punjab,92.25,PPAC-derived
2023-01-11,Rajasthan,95.05,PPAC-derived
2023-01-11,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-11,Telangana,96.15,PPAC-derived
2023-01-11,Uttar Pradesh,90.85,PPAC-derived
2023-01-11,West Bengal,92.76,PPAC-IOC-metro
2023-01-12,Andhra Pradesh,97.35,PPAC-derived
2023-01-12,Delhi,89.62,PPAC-IOC-metro
2023-01-12,Gujarat,89.15,PPAC-derived
2023-01-12,Haryana,91.65,PPAC-derived
2023-01-12,Karnataka,93.85,PPAC-derived
2023-01-12,Madhya Pradesh,94.15,PPAC-derived
2023-01-12,Maharashtra,94.27,PPAC-IOC-metro
2023-01-12,Punjab,92.25,PPAC-derived
2023-01-12,Rajasthan,95.05,PPAC-derived
2023-01-12,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-12,Telangana,96.15,PPAC-derived
2023-01-12,Uttar Pradesh,90.85,PPAC-derived
2023-01-12,West Bengal,92.76,PPAC-IOC-metro
2023-01-13,Andhra Pradesh,97.35,PPAC-derived
2023-01-13,Delhi,89.62,PPAC-IOC-metro
2023-01-13,Gujarat,89.15,PPAC-derived
2023-01-13,Haryana,91.65,PPAC-derived
2023-01-13,Karnataka,93.85,PPAC-derived
2023-01-13,Madhya Pradesh,94.15,PPAC-derived
2023-01-13,Maharashtra,94.27,PPAC-IOC-metro
2023-01-13,Punjab,92.25,PPAC-derived
2023-01-13,Rajasthan,95.05,PPAC-derived
2023-01-13,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-13,Telangana,96.15,PPAC-derived
2023-01-13,Uttar Pradesh,90.85,PPAC-derived
2023-01-13,West Bengal,92.76,PPAC-IOC-metro
2023-01-14,Andhra Pradesh,97.35,PPAC-derived
2023-01-14,Delhi,89.62,PPAC-IOC-metro
2023-01-14,Gujarat,89.15,PPAC-derived
2023-01-14,Haryana,91.65,PPAC-derived
2023-01-14,Karnataka,93.85,PPAC-derived
2023-01-14,Madhya Pradesh,94.15,PPAC-derived
2023-01-14,Maharashtra,94.27,PPAC-IOC-metro
2023-01-14,Punjab,92.25,PPAC-derived
2023-01-14,Rajasthan,95.05,PPAC-derived
2023-01-14,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-14,Telangana,96.15,PPAC-derived
2023-01-14,Uttar Pradesh,90.85,PPAC-derived
2023-01-14,West Bengal,92.76,PPAC-IOC-metro
2023-01-15,Andhra Pradesh,97.35,PPAC-derived
2023-01-15,Delhi,89.62,PPAC-IOC-metro
2023-01-15,Gujarat,89.15,PPAC-derived
2023-01-15,Haryana,91.65,PPAC-derived
2023-01-15,Karnataka,93.85,PPAC-derived
2023-01-15,Madhya Pradesh,94.15,PPAC-derived
2023-01-15,Maharashtra,94.27,PPAC-IOC-metro
2023-01-15,Punjab,92.25,PPAC-derived
2023-01-15,Rajasthan,95.05,PPAC-derived
2023-01-15,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-15,Telangana,96.15,PPAC-derived
2023-01-15,Uttar Pradesh,90.85,PPAC-derived
2023-01-15,West Bengal,92.76,PPAC-IOC-metro
2023-01-16,Andhra Pradesh,97.35,PPAC-derived
2023-01-16,Delhi,89.62,PPAC-IOC-metro
2023-01-16,Gujarat,89.15,PPAC-derived
2023-01-16,Haryana,91.65,PPAC-derived
2023-01-16,Karnataka,93.85,PPAC-derived
2023-01-16,Madhya Pradesh,94.15,PPAC-derived
2023-01-16,Maharashtra,94.27,PPAC-IOC-metro
2023-01-16,Punjab,92.25,PPAC-derived
2023-01-16,Rajasthan,95.05,PPAC-derived
2023-01-16,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-16,Telangana,96.15,PPAC-derived
2023-01-16,Uttar Pradesh,90.85,PPAC-derived
2023-01-16,West Bengal,92.76,PPAC-IOC-metro
2023-01-17,Andhra Pradesh,97.35,PPAC-derived
2023-01-17,Delhi,89.62,PPAC-IOC-metro
2023-01-17,Gujarat,89.15,PPAC-derived
2023-01-17,Haryana,91.65,PPAC-derived
2023-01-17,Karnataka,93.85,PPAC-derived
2023-01-17,Madhya Pradesh,94.15,PPAC-derived
2023-01-17,Maharashtra,94.27,PPAC-IOC-metro
2023-01-17,Punjab,92.25,PPAC-derived
2023-01-17,Rajasthan,95.05,PPAC-derived
2023-01-17,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-17,Telangana,96.15,PPAC-derived
2023-01-17,Uttar Pradesh,90.85,PPAC-derived
2023-01-17,West Bengal,92.76,PPAC-IOC-metro
2023-01-18,Andhra Pradesh,97.35,PPAC-derived
2023-01-18,Delhi,89.62,PPAC-IOC-metro
2023-01-18,Gujarat,89.15,PPAC-derived
2023-01-18,Haryana,91.65,PPAC-derived
2023-01-18,Karnataka,93.85,PPAC-derived
2023-01-18,Madhya Pradesh,94.15,PPAC-derived
2023-01-18,Maharashtra,94.27,PPAC-IOC-metro
2023-01-18,Punjab,92.25,PPAC-derived
2023-01-18,Rajasthan,95.05,PPAC-derived
2023-01-18,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-18,Telangana,96.15,PPAC-derived
2023-01-18,Uttar Pradesh,90.85,PPAC-derived
2023-01-18,West Bengal,92.76,PPAC-IOC-metro
2023-01-19,Andhra Pradesh,97.35,PPAC-derived
2023-01-19,Delhi,89.62,PPAC-IOC-metro
2023-01-19,Gujarat,89.15,PPAC-derived
2023-01-19,Haryana,91.65,PPAC-derived
2023-01-19,Karnataka,93.85,PPAC-derived
2023-01-19,Madhya Pradesh,94.15,PPAC-derived
2023-01-19,Maharashtra,94.27,PPAC-IOC-metro
2023-01-19,Punjab,92.25,PPAC-derived
2023-01-19,Rajasthan,95.05,PPAC-derived
2023-01-19,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-19,Telangana,96.15,PPAC-derived
2023-01-19,Uttar Pradesh,90.85,PPAC-derived
2023-01-19,West Bengal,92.76,PPAC-IOC-metro
2023-01-20,Andhra Pradesh,97.35,PPAC-derived
2023-01-20,Delhi,89.62,PPAC-IOC-metro
2023-01-20,Gujarat,89.15,PPAC-derived
2023-01-20,Haryana,91.65,PPAC-derived
2023-01-20,Karnataka,93.85,PPAC-derived
2023-01-20,Madhya Pradesh,94.15,PPAC-derived
2023-01-20,Maharashtra,94.27,PPAC-IOC-metro
2023-01-20,Punjab,92.25,PPAC-derived
2023-01-20,Rajasthan,95.05,PPAC-derived
2023-01-20,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-20,Telangana,96.15,PPAC-derived
2023-01-20,Uttar Pradesh,90.85,PPAC-derived
2023-01-20,West Bengal,92.76,PPAC-IOC-metro
2023-01-21,Andhra Pradesh,97.35,PPAC-derived
2023-01-21,Delhi,89.62,PPAC-IOC-metro
2023-01-21,Gujarat,89.15,PPAC-derived
2023-01-21,Haryana,91.65,PPAC-derived
2023-01-21,Karnataka,93.85,PPAC-derived
2023-01-21,Madhya Pradesh,94.15,PPAC-derived
2023-01-21,Maharashtra,94.27,PPAC-IOC-metro
2023-01-21,Punjab,92.25,PPAC-derived
2023-01-21,Rajasthan,95.05,PPAC-derived
2023-01-21,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-21,Telangana,96.15,PPAC-derived
2023-01-21,Uttar Pradesh,90.85,PPAC-derived
2023-01-21,West Bengal,92.76,PPAC-IOC-metro
2023-01-22,Andhra Pradesh,97.35,PPAC-derived
2023-01-22,Delhi,89.62,PPAC-IOC-metro
2023-01-22,Gujarat,89.15,PPAC-derived
2023-01-22,Haryana,91.65,PPAC-derived
2023-01-22,Karnataka,93.85,PPAC-derived
2023-01-22,Madhya Pradesh,94.15,PPAC-derived
2023-01-22,Maharashtra,94.27,PPAC-IOC-metro
2023-01-22,Punjab,92.25,PPAC-derived
2023-01-22,Rajasthan,95.05,PPAC-derived
2023-01-22,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-22,Telangana,96.15,PPAC-derived
2023-01-22,Uttar Pradesh,90.85,PPAC-derived
2023-01-22,West Bengal,92.76,PPAC-IOC-metro
2023-01-23,Andhra Pradesh,97.35,PPAC-derived
2023-01-23,Delhi,89.62,PPAC-IOC-metro
2023-01-23,Gujarat,89.15,PPAC-derived
2023-01-23,Haryana,91.65,PPAC-derived
2023-01-23,Karnataka,93.85,PPAC-derived
2023-01-23,Madhya Pradesh,94.15,PPAC-derived
2023-01-23,Maharashtra,94.27,PPAC-IOC-metro
2023-01-23,Punjab,92.25,PPAC-derived
2023-01-23,Rajasthan,95.05,PPAC-derived
2023-01-23,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-23,Telangana,96.15,PPAC-derived
2023-01-23,Uttar Pradesh,90.85,PPAC-derived
2023-01-23,West Bengal,92.76,PPAC-IOC-metro
2023-01-24,Andhra Pradesh,97.35,PPAC-derived
2023-01-24,Delhi,89.62,PPAC-IOC-metro
2023-01-24,Gujarat,89.15,PPAC-derived
2023-01-24,Haryana,91.65,PPAC-derived
2023-01-24,Karnataka,93.85,PPAC-derived
2023-01-24,Madhya Pradesh,94.15,PPAC-derived
2023-01-24,Maharashtra,94.27,PPAC-IOC-metro
2023-01-24,Punjab,92.25,PPAC-derived
2023-01-24,Rajasthan,95.05,PPAC-derived
2023-01-24,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-24,Telangana,96.15,PPAC-derived
2023-01-24,Uttar Pradesh,90.85,PPAC-derived
2023-01-24,West Bengal,92.76,PPAC-IOC-metro
2023-01-25,Andhra Pradesh,97.35,PPAC-derived
2023-01-25,Delhi,89.62,PPAC-IOC-metro
2023-01-25,Gujarat,89.15,PPAC-derived
2023-01-25,Haryana,91.65,PPAC-derived
2023-01-25,Karnataka,93.85,PPAC-derived
2023-01-25,Madhya Pradesh,94.15,PPAC-derived
2023-01-25,Maharashtra,94.27,PPAC-IOC-metro
2023-01-25,Punjab,92.25,PPAC-derived
2023-01-25,Rajasthan,95.05,PPAC-derived
2023-01-25,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-25,Telangana,96.15,PPAC-derived
2023-01-25,Uttar Pradesh,90.85,PPAC-derived
2023-01-25,West Bengal,92.76,PPAC-IOC-metro
2023-01-26,Andhra Pradesh,97.35,PPAC-derived
2023-01-26,Delhi,89.62,PPAC-IOC-metro
2023-01-26,Gujarat,89.15,PPAC-derived
2023-01-26,Haryana,91.65,PPAC-derived
2023-01-26,Karnataka,93.85,PPAC-derived
2023-01-26,Madhya Pradesh,94.15,PPAC-derived
2023-01-26,Maharashtra,94.27,PPAC-IOC-metro
2023-01-26,Punjab,92.25,PPAC-derived
2023-01-26,Rajasthan,95.05,PPAC-derived
2023-01-26,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-26,Telangana,96.15,PPAC-derived
2023-01-26,Uttar Pradesh,90.85,PPAC-derived
2023-01-26,West Bengal,92.76,PPAC-IOC-metro
2023-01-27,Andhra Pradesh,97.35,PPAC-derived
2023-01-27,Delhi,89.62,PPAC-IOC-metro
2023-01-27,Gujarat,89.15,PPAC-derived
2023-01-27,Haryana,91.65,PPAC-derived
2023-01-27,Karnataka,93.85,PPAC-derived
2023-01-27,Madhya Pradesh,94.15,PPAC-derived
2023-01-27,Maharashtra,94.27,PPAC-IOC-metro
2023-01-27,Punjab,92.25,PPAC-derived
2023-01-27,Rajasthan,95.05,PPAC-derived
2023-01-27,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-27,Telangana,96.15,PPAC-derived
2023-01-27,Uttar Pradesh,90.85,PPAC-derived
2023-01-27,West Bengal,92.76,PPAC-IOC-metro
2023-01-28,Andhra Pradesh,97.35,PPAC-derived
2023-01-28,Delhi,89.62,PPAC-IOC-metro
2023-01-28,Gujarat,89.15,PPAC-derived
2023-01-28,Haryana,91.65,PPAC-derived
2023-01-28,Karnataka,93.85,PPAC-derived
2023-01-28,Madhya Pradesh,94.15,PPAC-derived
2023-01-28,Maharashtra,94.27,PPAC-IOC-metro
2023-01-28,Punjab,92.25,PPAC-derived
2023-01-28,Rajasthan,95.05,PPAC-derived
2023-01-28,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-28,Telangana,96.15,PPAC-derived
2023-01-28,Uttar Pradesh,90.85,PPAC-derived
2023-01-28,West Bengal,92.76,PPAC-IOC-metro
2023-01-29,Andhra Pradesh,97.35,PPAC-derived
2023-01-29,Delhi,89.62,PPAC-IOC-metro
2023-01-29,Gujarat,89.15,PPAC-derived
2023-01-29,Haryana,91.65,PPAC-derived
2023-01-29,Karnataka,93.85,PPAC-derived
2023-01-29,Madhya Pradesh,94.15,PPAC-derived
2023-01-29,Maharashtra,94.27,PPAC-IOC-metro
2023-01-29,Punjab,92.25,PPAC-derived
2023-01-29,Rajasthan,95.05,PPAC-derived
2023-01-29,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-29,Telangana,96.15,PPAC-derived
2023-01-29,Uttar Pradesh,90.85,PPAC-derived
2023-01-29,West Bengal,92.76,PPAC-IOC-metro
2023-01-30,Andhra Pradesh,97.35,PPAC-derived
2023-01-30,Delhi,89.62,PPAC-IOC-metro
2023-01-30,Gujarat,89.15,PPAC-derived
2023-01-30,Haryana,91.65,PPAC-derived
2023-01-30,Karnataka,93.85,PPAC-derived
2023-01-30,Madhya Pradesh,94.15,PPAC-derived
2023-01-30,Maharashtra,94.27,PPAC-IOC-metro
2023-01-30,Punjab,92.25,PPAC-derived
2023-01-30,Rajasthan,95.05,PPAC-derived
2023-01-30,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-30,Telangana,96.15,PPAC-derived
2023-01-30,Uttar Pradesh,90.85,PPAC-derived
2023-01-30,West Bengal,92.76,PPAC-IOC-metro
2023-01-31,Andhra Pradesh,97.35,PPAC-derived
2023-01-31,Delhi,89.62,PPAC-IOC-metro
2023-01-31,Gujarat,89.15,PPAC-derived
2023-01-31,Haryana,91.65,PPAC-derived
2023-01-31,Karnataka,93.85,PPAC-derived
2023-01-31,Madhya Pradesh,94.15,PPAC-derived
2023-01-31,Maharashtra,94.27,PPAC-IOC-metro
2023-01-31,Punjab,92.25,PPAC-derived
2023-01-31,Rajasthan,95.05,PPAC-derived
2023-01-31,Tamil Nadu,94.24,PPAC-IOC-metro
2023-01-31,Telangana,96.15,PPAC-derived
2023-01-31,Uttar Pradesh,90.85,PPAC-derived
2023-01-31,West Bengal,92.76,PPAC-IOC-metro
2023-02-01,Andhra Pradesh,97.35,PPAC-derived
2023-02-01,Delhi,89.62,PPAC-IOC-metro
2023-02-01,Gujarat,89.15,PPAC-derived
2023-02-01,Haryana,91.65,PPAC-derived
2023-02-01,Karnataka,93.85,PPAC-derived
2023-02-01,Madhya Pradesh,94.15,PPAC-derived
2023-02-01,Maharashtra,94.27,PPAC-IOC-metro
2023-02-01,Punjab,92.25,PPAC-derived
2023-02-01,Rajasthan,95.05,PPAC-derived
2023-02-01,Tamil Nadu,94.24,PPAC-IOC-metro
2023-02-01,Telangana,96.15,PPAC-derived
2023-02-01,Uttar Pradesh,90.85,PPAC-derived
2023-02-01,West Bengal,92.76,PPAC-IOC-metro
2023-02-02,Andhra Pradesh,97.35,PPAC-derived
2023-02-02,Delhi,89.62,PPAC-IOC-metro
2023-02-02,Gujarat,89.15,PPAC-derived
2023-02-02,Haryana,91.65,PPAC-derived
2023-02-02,Karnataka,93.85,PPAC-derived
2023-02-02,Madhya Pradesh,94.15,PPAC-derived
2023-02-02,Maharashtra,94.27,PPAC-IOC-metro
2023-02-02,Punjab,92.25,PPAC-derived
2023-02-02,Rajasthan,95.05,PPAC-derived
2023-02-02,Tamil Nadu,94.24,PPAC-IOC-metro
2023-02-02,Telangana,96.15,PPAC-derived
2023-02-02,Uttar Pradesh,90.85,PPAC-derived
2023-02-02,West Bengal,92.76,PPAC-IOC-metro
2023-02-03,Andhra Pradesh,97.35,PPAC-derived
2023-02-03,Delhi,89.62,PPAC-IOC-metro
2023-02-03,Gujarat,89.15,PPAC-derived
2023-02-03,Haryana,91.65,PPAC-derived
2023-02-03,Karnataka,93.85,PPAC-derived
2023-02-03,Madhya Pradesh,94.15,PPAC-derived
2023-02-03,Maharashtra,94.27,PPAC-IOC-metro
2023-02-03,Punjab,92.25,PPAC-derived
2023-02-03,Rajasthan,95.05,PPAC-derived
2023-02-03,Tamil Nadu,94.24,PPAC-IOC-metro
2023-02-03,Telangana,96.15,PPAC-derived
2023-02-03,Uttar Pradesh,90.85,PPAC-derived
2023-02-03,West Bengal,92.76,PPAC-IOC-metro
2023-02-04,Andhra Pradesh,97.35,PPAC-derived
2023-02-04,Delhi,89.62,PPAC-IOC-metro
2023-02-04,Gujarat,89.15,PPAC-derived
2023-02-04,Haryana,91.65,PPAC-derived
2023-02-04,Karnataka,93.85,PPAC-derived
2023-02-04,Madhya Pradesh,94.15,PPAC-derived
2023-02-04,Maharashtra,94.27,PPAC-IOC-metro
2023-02-04,Punjab,92.25,PPAC-derived
2023-02-04,Rajasthan,95.05,PPAC-derived
2023-02-04,Tamil Nadu,94.24,PPAC-IOC-metro
2023-02-04,Telangana,96.15,PPAC-derived
2023-02-04,Uttar Pradesh,90.85,PPAC-derived
2023-02-04,West Bengal,92.76,PPAC-IOC-metro
2023-02-05,Andhra Pradesh,97.35,PPAC-derived
2023-02-05,Delhi,89.62,PPAC-IOC-metro
2023-02-05,Gujarat,89.15,PPAC-derived
2023-02-05,Haryana,91.65,PPAC-derived
2023-02-05,Karnataka,93.85,PPAC-derived
2023-02-05,Madhya Pradesh,94.15,PPAC-derived
2023-02-05,Maharashtra,94.27,PPAC-IOC-metro
2023-02-05,Punjab,92.25,PPAC-derived
2023-02-05,Rajasthan,95.05,PPAC-derived
2023-02-05,Tamil Nadu,94.24,PPAC-IOC-metro
2023-02-05,Telangana,96.15,PPAC-derived
2023-02-05,Uttar Pradesh,90.85,PPAC-derived
2023-02-05,West Bengal,92.76,PPAC-IOC-metro
2023-02-06,Andhra Pradesh,97.35,PPAC-derived
2023-02-06,Delhi,89.62,PPAC-IOC-metro
2023-02-06,Gujarat,89.15,PPAC-derived
2023-02-06,Haryana,91.65,PPAC-derived
2023-02-06,Karnataka,93.85,PPAC-derived
2023-02-06,Madhya Pradesh,94.15,PPAC-derived
2023-02-06,Maharashtra,94.27,PPAC-IOC-metro
2023-02-06,Punjab,92.25,PPAC-derived
2023-02-06,Rajasthan,95.05,PPAC-derived
2023-02-06,Tamil Nadu,94.24,PPAC-IOC-metro
2023-02-06,Telangana,96.15,PPAC-derived
2023-02-06,Uttar Pradesh,90.85,PPAC-derived
2023-02-06,West Bengal,92.76,PPAC-IOC-metro
2023-02-07,Andhra Pradesh,97.35,PPAC-derived
2023-02-07,Delhi,89.62,PPAC-IOC-metro
2023-02-07,Gujarat,89.15,PPAC-derived
2023-02-07,Haryana,91.65,PPAC-derived
2023-02-07,Karnataka,93.85,PPAC-derived
2023-02-07,Madhya Pradesh,94.15,PPAC-derived
2023-02-07,Maharashtra,94.27,PPAC-IOC-metro
2023-02-07,Punjab,92.25,PPAC-derived
2023-02-07,Rajasthan,95.05,PPAC-derived
2023-02-07,Tamil Nadu,94.24,PPAC-IOC-metro
2023-02-07,Telangana,96.15,PPAC-derived
2023-02-07,Uttar Pradesh,90.85,PPAC-derived
2023-02-07,West Bengal,92.76,PPAC-IOC-metro
2023-02-08,Andhra Pradesh,97.35,PPAC-derived
2023-02-08,Delhi,89.62,PPAC-IOC-metro
2023-02-08,Gujarat,89.15,PPAC-derived
2023-02-08,Haryana,91.65,PPAC-derived
2023-02-08,Karnataka,93.85,PPAC-derived
2023-02-08,Madhya Pradesh,94.15,PPAC-derived
2023-02-08,Maharashtra,94.27,PPAC-IOC-metro
2023-02-08,Punjab,92.25,PPAC-derived
2023-02-08,Rajasthan,95.05,PPAC-derived
2023-02-08,Tamil Nadu,94.24,PPAC-IOC-metro
2023-02-08,Telangana,96.15,PPAC-derived
2023-02-08,Uttar Pradesh,90.85,PPAC-derived
2023-02-08,West Bengal,92.76,PPAC-IOC-metro
2023-02-09,Andhra Pradesh,97.35,PPAC-derived
2023-02-09,Delhi,89.62,PPAC-IOC-metro
2023-02-09,Gujarat,89.15,PPAC-derived
2023-02-09,Haryana,91.65,PPAC-derived
2023-02-09,Karnataka,93.85,PPAC-derived
