order_id,vendor_id,origin_hub_id,dest_hub_id,product_category,order_date,weight_kg,length_cm,width_cm,height_cm,quoted_days,ideal_days,distance_km,dimensional_weight_kg,billable_weight_kg,truck_type,state,expected_fuel_price,expected_weather_score,base_freight_cost,model_a_predicted_cost,oof_fold_id
ORD027479,VEN001,HUB18,HUB12,Industrial Chemicals,2023-01-01,20154.159204889904,282.5159464472613,199.25987645742353,257.83997898100336,1.4,1.117,1565.4,2902.9735298429705,20154.159204889904,12-wheeler,Gujarat,89.15,0.0,39053.8,38930.79,4
ORD054032,VEN003,HUB13,HUB03,Automotive Spare Parts,2023-01-01,19549.795788071813,337.7862241889083,310.17491216304836,255.19639321674666,1.3,1.019,1473.1,5347.5287672334625,19549.795788071813,12-wheeler,Karnataka,93.85,0.0,37979.2,38435.35,1
ORD044594,VEN010,HUB06,HUB15,Steel Coils,2023-01-01,13872.015861719103,169.87085818772337,161.52640855411607,136.47621157685396,0.7,0.725,1030.5,748.9440448546807,13872.015861719103,10-wheeler,Haryana,91.65,0.0,23202.71,23120.36,4
ORD050589,VEN005,HUB03,HUB17,Bulk Textiles,2023-01-01,17474.092033769783,485.49631086544184,416.3158942892066,318.54092129026543,1.3,1.186,1718.5,12876.687424855212,17474.092033769783,12-wheeler,Gujarat,89.15,0.0,43531.52,42894.6,1
ORD006792,VEN012,HUB06,HUB13,Industrial Chemicals,2023-01-01,24695.43505281909,320.28214293234146,244.8326485674728,323.1267278361187,1.8,1.494,2096.2,5067.630423126187,24695.43505281909,12-wheeler,Haryana,91.65,0.0,53830.29,53608.1,2
ORD029487,VEN015,HUB04,HUB18,Industrial Chemicals,2023-01-01,22726.82786872168,248.3721201894902,248.855990661197,277.2555295973698,0.6,0.492,610.4,3427.3713073959707,22726.82786872168,12-wheeler,Gujarat,89.15,0.0,14715.17,15291.49,3
ORD010954,VEN005,HUB09,HUB04,Automotive Spare Parts,2023-01-01,19454.019539939953,354.39000075120185,283.69140720187403,249.82371829709018,1.1,0.997,1398.5,5023.325319823569,19454.019539939953,12-wheeler,Uttar Pradesh,90.85,0.0,34792.5,35168.23,4
ORD037942,VEN005,HUB13,HUB11,Industrial Chemicals,2023-01-01,5340.787288277688,206.8055501428715,177.69462822751788,141.88387493829418,0.3,0.258,346.9,1042.7964056644323,5340.787288277688,6-wheeler,Karnataka,93.85,0.0,5995.51,5900.11,1
ORD031387,VEN005,HUB18,HUB11,Automotive Spare Parts,2023-01-01,18974.766889269387,331.22077031304946,264.8866637656477,355.88866746765035,1.1,1.015,1480.4,6244.847121621275,18974.766889269387,12-wheeler,Gujarat,89.15,0.0,35986.29,36698.56,3
ORD009372,VEN005,HUB18,HUB16,Industrial Chemicals,2023-01-01,21194.675463170242,269.91739504963505,226.2279846592212,303.2854018848008,0.3,0.31,442.9,3703.895310917881,21194.675463170242,12-wheeler,Gujarat,89.15,0.0,11022.09,11017.44,3
ORD001724,VEN008,HUB13,HUB09,Automotive Spare Parts,2023-01-01,12968.070390604826,337.5230910605717,263.1490477608314,206.7497651071555,1.5,1.29,1786.8,3672.6565158247395,12968.070390604826,10-wheeler,Karnataka,93.85,0.0,42478.1,41096.51,3
ORD029326,VEN005,HUB01,HUB15,Industrial Chemicals,2023-01-01,20053.40586630004,250.39905242250717,241.07450940488525,246.38204136617196,0.6,0.58,798.1,2974.5619452620876,20053.40586630004,12-wheeler,Maharashtra,94.27,0.0,21242.74,20836.75,4
ORD037543,VEN010,HUB10,HUB16,Automotive Spare Parts,2023-01-01,17209.05105963604,329.92060729227904,268.78627594093246,248.03216133591764,1.1,1.082,1571.1,4399.00571839146,17209.05105963604,12-wheeler,West Bengal,92.76,0.0,41658.35,40516.52,3
ORD057250,VEN012,HUB17,HUB07,Electronics Components,2023-01-01,8151.023755018627,314.29055044693627,244.6095277111107,271.2653262323044,1.6,1.454,2075.4,4170.89227509425,8151.023755018627,6-wheeler,Andhra Pradesh,97.35,0.0,36788.05,36239.71,1
ORD019176,VEN003,HUB18,HUB12,Bulk Textiles,2023-01-01,21170.08662446228,611.6740729831787,489.87663684583885,355.92411924829213,1.3,1.117,1565.4,21330.16499047196,21330.16499047196,12-wheeler,Gujarat,89.15,0.0,39691.56,38776.05,3
ORD001238,VEN019,HUB15,HUB05,Electronics Components,2023-01-01,16916.87389038349,388.33366471181716,323.8053332724424,315.658770797353,1.0,0.766,1069.9,7938.471600993982,16916.87389038349,12-wheeler,Maharashtra,94.27,0.0,28247.6,27723.23,2
ORD006121,VEN020,HUB18,HUB03,Automotive Spare Parts,2023-01-01,20930.922080984485,349.8196351693347,280.61563882328613,312.7038758050627,0.2,0.191,273.1,6139.306462736653,20930.922080984485,12-wheeler,Gujarat,89.15,0.0,6789.3,6729.69,3
ORD055775,VEN012,HUB06,HUB01,Steel Coils,2023-01-01,16205.507242111202,205.1784851152561,185.81091503937344,150.37588669100668,1.1,0.949,1380.2,1146.5981530375598,16205.507242111202,12-wheeler,Haryana,91.65,0.0,35762.42,35070.07,3
ORD024753,VEN012,HUB05,HUB04,Bulk Textiles,2023-01-01,22782.238315149738,488.0302529102024,453.73856767594464,396.5483855235531,1.0,0.831,1132.8,17562.188011628263,22782.238315149738,12-wheeler,Delhi,89.62,0.0,28611.02,28412.07,4
ORD041049,VEN022,HUB08,HUB05,Steel Coils,2023-01-01,13577.845352886116,183.64128713619434,148.6782677933778,124.38210502166227,0.3,0.209,286.0,679.2125764575301,13577.845352886116,10-wheeler,Rajasthan,95.05,0.0,6744.12,6686.48,2
ORD054388,VEN003,HUB15,HUB14,Automotive Spare Parts,2023-01-01,5398.721072460699,257.36096366466495,171.71171397019415,219.18107630977389,0.4,0.379,506.3,1937.2052984303366,5398.721072460699,6-wheeler,Maharashtra,94.27,0.0,8607.53,8748.29,1
ORD003387,VEN002,HUB02,HUB18,Bulk Textiles,2023-01-01,24681.968246109318,514.5790684229418,453.9802089383414,653.6311567285586,0.4,0.298,412.4,30538.78665974322,30538.78665974322,12-wheeler,Maharashtra,94.27,0.0,11006.28,10796.03,1
ORD041992,VEN022,HUB16,HUB09,Electronics Components,2023-01-01,7273.103178001678,280.6371595063823,228.08379351887857,270.7972096364536,0.7,0.548,739.0,3466.680233412336,7273.103178001678,6-wheeler,Madhya Pradesh,94.15,0.0,12813.25,12661.3,0
ORD058304,VEN025,HUB04,HUB13,Industrial Chemicals,2023-01-01,11702.657621165406,184.27037152361711,199.6967064219221,232.02680190336667,1.4,1.319,1810.5,1707.6330958832095,11702.657621165406,10-wheeler,Gujarat,89.15,0.0,41770.41,39816.98,1
ORD035322,VEN003,HUB10,HUB12,Automotive Spare Parts,2023-01-01,21351.71329082867,431.830911246309,287.77733675979044,343.03005677287575,1.9,1.497,2118.0,8525.747898378035,21351.71329082867,12-wheeler,West Bengal,92.76,0.0,55788.02,54544.05,0
ORD026917,VEN001,HUB04,HUB14,Steel Coils,2023-01-01,12446.53650417734,152.51487481384896,146.4605622705228,154.53956561774294,1.4,1.118,1504.6,690.4028612027797,12446.53650417734,10-wheeler,Gujarat,89.15,0.0,33265.65,33306.41,0
ORD012439,VEN005,HUB14,HUB08,Steel Coils,2023-01-01,7387.4099422005,132.1781968358395,143.35066593527858,128.77879808923154,1.1,1.026,1463.0,488.0158201418924,7387.4099422005,6-wheeler,Telangana,96.15,0.0,24590.09,25282.56,3
ORD017689,VEN006,HUB03,HUB05,Industrial Chemicals,2023-01-01,24724.745529771724,317.98111434186217,275.1964427881024,283.78490541068413,0.9,0.653,925.6,4966.648555383633,24724.745529771724,12-wheeler,Gujarat,89.15,0.0,23047.96,22955.28,3
ORD035096,VEN001,HUB06,HUB01,Industrial Chemicals,2023-01-01,8525.264423620734,239.89453742523398,219.97631192895875,155.62717675561223,1.1,0.949,1380.2,1642.523946849648,8525.264423620734,6-wheeler,Haryana,91.65,0.0,23373.78,22876.23,1
ORD046375,VEN006,HUB02,HUB09,Steel Coils,2023-01-01,5789.516733852615,167.3214153267811,126.81316555219986,105.20924296338687,1.2,0.93,1362.1,446.47769199279963,5789.516733852615,6-wheeler,Maharashtra,94.27,0.0,23483.21,23230.13,0
ORD024809,VEN023,HUB17,HUB03,Automotive Spare Parts,2023-01-01,8937.946237144479,209.07419665578513,210.6742829060725,241.37450041669047,1.5,1.186,1718.5,2126.3431118619255,8937.946237144479,6-wheeler,Andhra Pradesh,97.35,0.0,30185.87,29968.06,0
ORD000009,VEN005,HUB01,HUB11,Electronics Components,2023-01-01,15576.442414140422,305.9896417788168,252.17484700798983,347.5015028118625,0.9,0.874,1246.6,5362.84412382301,15576.442414140422,10-wheeler,Maharashtra,94.27,0.0,28545.45,28743.36,0
ORD031876,VEN015,HUB09,HUB01,Bulk Textiles,2023-01-01,18175.51695688971,504.96518785400883,436.4643859987165,325.97839706719446,1.1,0.948,1381.9,14369.083453173256,18175.51695688971,12-wheeler,Uttar Pradesh,90.85,0.0,34338.83,34899.88,3
ORD025963,VEN005,HUB03,HUB14,Electronics Components,2023-01-01,16884.959394088597,454.64559454012897,353.62968018853667,293.77066521067536,0.9,0.817,1167.2,9446.26484624627,16884.959394088597,12-wheeler,Gujarat,89.15,0.0,28282.92,29145.16,1
ORD046100,VEN022,HUB02,HUB15,Electronics Components,2023-01-01,7119.436583345036,247.8869378335887,255.2564538804498,263.02298861882065,0.7,0.513,699.7,3328.542281371503,7119.436583345036,6-wheeler,Maharashtra,94.27,0.0,11892.92,12106.25,2
ORD034601,VEN021,HUB05,HUB18,Automotive Spare Parts,2023-01-01,13488.654172381219,269.4413288339476,258.6136962801948,218.64310120523766,0.9,0.806,1157.2,3047.0635189983295,13488.654172381219,10-wheeler,Delhi,89.62,0.0,25541.43,25456.32,3
ORD033707,VEN005,HUB01,HUB10,Bulk Textiles,2023-01-01,5874.291911109284,319.18087651891017,322.67192175565646,341.5989193118465,1.5,1.354,1919.8,7036.30282936592,7036.30282936592,6-wheeler,Maharashtra,94.27,0.0,32096.31,32717.54,2
ORD024264,VEN012,HUB02,HUB12,Bulk Textiles,2023-01-01,8684.602927238422,386.78829360082,275.03330402198145,349.9061183529882,1.1,0.859,1189.8,7444.57894464212,8684.602927238422,6-wheeler,Maharashtra,94.27,0.0,20198.72,20565.69,2
ORD028335,VEN005,HUB08,HUB16,Bulk Textiles,2023-01-01,22239.861566323707,530.0896846285707,411.62735846583627,481.9685143867913,0.4,0.421,602.1,21033.04973499665,22239.861566323707,12-wheeler,Rajasthan,95.05,0.0,16288.85,15793.36,4
ORD029540,VEN008,HUB03,HUB09,Automotive Spare Parts,2023-01-01,24110.943119454103,373.8693620117601,368.2630946233451,293.4355822841131,0.9,0.746,1085.4,8080.1764839419975,24110.943119454103,12-wheeler,Gujarat,89.15,0.0,28212.13,26890.81,1
ORD018369,VEN005,HUB07,HUB06,Industrial Chemicals,2023-01-01,21367.13691022854,277.6405570511226,254.96252777910246,242.15838036287695,0.3,0.256,341.1,3428.3784946731575,21367.13691022854,12-wheeler,Punjab,92.25,0.0,8618.62,8683.19,3
ORD016526,VEN002,HUB05,HUB03,Bulk Textiles,2023-01-01,21675.88174476174,518.1570446660209,442.4652394049273,372.93912278014733,0.7,0.653,925.6,17100.488047794024,21675.88174476174,12-wheeler,Delhi,89.62,0.0,22640.01,22958.45,3
ORD037598,VEN015,HUB08,HUB07,Industrial Chemicals,2023-01-01,8670.698391620364,267.6396120032031,175.87019532425776,201.99526770501149,0.4,0.411,592.4,1901.576616251362,8670.698391620364,6-wheeler,Rajasthan,95.05,0.0,10339.99,10104.38,1
ORD050495,VEN003,HUB09,HUB11,Steel Coils,2023-01-01,17490.254712191414,246.95656276343198,194.64874769590037,147.11152259657666,1.6,1.284,1852.6,1414.3238723723907,17490.254712191414,12-wheeler,Uttar Pradesh,90.85,0.0,48497.51,46884.4,2
ORD042951,VEN003,HUB09,HUB03,Automotive Spare Parts,2023-01-01,24042.197733273453,313.6834719781648,284.21270025229825,301.814639579472,0.9,0.746,1085.4,5381.525645278195,24042.197733273453,12-wheeler,Uttar Pradesh,90.85,0.0,26905.25,27378.29,0
ORD015432,VEN023,HUB16,HUB11,Steel Coils,2023-01-01,21594.90662816228,174.55432895462553,151.10027064841393,226.60561867491887,1.4,1.091,1583.8,1195.353990428733,21594.90662816228,12-wheeler,Madhya Pradesh,94.15,0.0,41895.74,41158.01,4
ORD055292,VEN008,HUB16,HUB01,Automotive Spare Parts,2023-01-01,14036.926087491767,330.08296144285424,275.5993209981497,249.22585789769565,0.5,0.411,586.8,4534.447161828706,14036.926087491767,10-wheeler,Madhya Pradesh,94.15,0.0,13652.02,13488.8,3
ORD002780,VEN012,HUB16,HUB15,Electronics Components,2023-01-01,9955.226950759552,289.30314549737295,303.193624828915,345.74686974688905,0.4,0.312,447.7,6065.428302140257,9955.226950759552,10-wheeler,Madhya Pradesh,94.15,0.0,10507.53,10332.42,3
ORD002935,VEN019,HUB11,HUB07,Bulk Textiles,2023-01-01,8902.881686881734,316.5259329765599,319.8670670057479,334.8410362447097,2.2,1.76,2503.1,6780.277965509848,8902.881686881734,6-wheeler,Tamil Nadu,94.24,0.0,43901.98,42447.57,3
ORD056621,VEN005,HUB16,HUB15,Bulk Textiles,2023-01-01,19296.130284304716,497.7060656874529,441.52828534758487,524.8055677299238,0.4,0.312,447.7,23065.341758910326,23065.341758910326,12-wheeler,Madhya Pradesh,94.15,0.0,11645.8,11712.63,3
ORD059100,VEN005,HUB07,HUB02,Industrial Chemicals,2023-01-01,8685.774621962488,180.75077167624355,161.01437618382974,213.39208721995823,1.4,1.24,1780.8,1242.0901589319951,8685.774621962488,6-wheeler,Punjab,92.25,0.0,30059.83,29856.16,4
ORD049243,VEN010,HUB17,HUB03,Automotive Spare Parts,2023-01-01,22962.907946853502,407.18158839448574,328.2718455326871,339.14305090827577,1.2,1.186,1718.5,9066.39606670327,22962.907946853502,12-wheeler,Andhra Pradesh,97.35,0.0,46025.06,46504.03,1
ORD046443,VEN024,HUB17,HUB15,Automotive Spare Parts,2023-01-01,5623.541397983118,208.57178866143047,197.53707543480255,256.5080981232346,0.7,0.622,899.2,2113.660646621003,5623.541397983118,6-wheeler,Andhra Pradesh,97.35,0.0,16269.69,15858.18,0
ORD052732,VEN005,HUB18,HUB14,Industrial Chemicals,2023-01-01,23012.71643394849,279.76445954798834,282.6707408242239,317.41208680899496,0.7,0.645,909.6,5020.267460228145,23012.71643394849,12-wheeler,Gujarat,89.15,0.0,22785.41,22670.43,2
ORD037428,VEN019,HUB09,HUB16,Automotive Spare Parts,2023-01-02,24988.584461940092,433.4459643904291,330.82077247380283,426.4068021038971,0.7,0.548,739.0,12228.744039824202,24988.584461940092,12-wheeler,Uttar Pradesh,90.85,0.0,18002.48,18900.3,3
ORD035633,VEN002,HUB09,HUB17,Automotive Spare Parts,2023-01-02,14209.25457849573,269.82512419994725,272.4343020166051,244.6018404409908,1.1,0.971,1415.6,3596.1176379929716,14209.25457849573,10-wheeler,Uttar Pradesh,90.85,0.0,31359.23,31729.37,1
ORD036008,VEN020,HUB01,HUB12,Electronics Components,2023-01-02,12168.020697049875,419.3683641662826,323.84490223155143,305.4709800858823,1.1,0.978,1336.6,8297.221510439342,12168.020697049875,10-wheeler,Maharashtra,94.27,0.0,30881.97,30887.41,4
ORD025912,VEN005,HUB15,HUB11,Automotive Spare Parts,2023-01-02,16007.87163945209,266.4041696260099,234.01217909633544,383.32151654945125,0.9,0.811,1155.7,4779.392216884127,16007.87163945209,12-wheeler,Maharashtra,94.27,0.0,28994.84,30157.33,4
ORD010046,VEN002,HUB15,HUB10,Electronics Components,2023-01-02,15591.052711395436,401.23998947443744,376.087323111454,294.1627179596878,0.9,0.786,1131.5,8877.905755192312,15591.052711395436,10-wheeler,Maharashtra,94.27,0.0,26601.61,25977.56,3
ORD025853,VEN005,HUB02,HUB07,Industrial Chemicals,2023-01-02,6390.290518979664,211.92273231695142,182.8965205244915,140.09631570667878,1.4,1.24,1780.8,1086.024688119486,6390.290518979664,6-wheeler,Maharashtra,94.27,0.0,30590.22,30415.02,1
ORD033863,VEN003,HUB18,HUB09,Bulk Textiles,2023-01-02,8463.072727939167,418.95364807157137,285.4534634970265,365.92316041339916,1.1,0.849,1241.8,8752.279679277899,8752.279679277899,6-wheeler,Gujarat,89.15,0.0,20495.38,20071.35,0
ORD044137,VEN005,HUB12,HUB13,Bulk Textiles,2023-01-02,12060.398623474812,441.0143345515169,359.8728691327571,339.67215155952607,0.3,0.275,333.8,10781.81187966843,12060.398623474812,10-wheeler,Tamil Nadu,94.24,0.0,7588.8,7763.15,0
ORD007405,VEN008,HUB17,HUB18,Automotive Spare Parts,2023-01-02,21862.433773834447,382.4442779510791,269.20449527506776,279.5879567166232,1.2,1.013,1472.2,5757.035811248119,21862.433773834447,12-wheeler,Andhra Pradesh,97.35,0.0,39629.44,39679.92,2
ORD010627,VEN003,HUB08,HUB11,Bulk Textiles,2023-01-02,12586.521135312258,387.58649618468206,317.66205416353034,341.141725025615,1.9,1.456,2096.7,8400.377717692934,12586.521135312258,10-wheeler,Rajasthan,95.05,0.0,49957.32,48326.06,3
ORD040385,VEN022,HUB09,HUB06,Electronics Components,2023-01-02,13905.553447342312,270.8300271504054,312.6771908687351,294.6108388806009,0.4,0.324,470.7,4989.668936101868,13905.553447342312,10-wheeler,Uttar Pradesh,90.85,0.0,10408.41,10506.9,4
ORD056716,VEN015,HUB10,HUB01,Automotive Spare Parts,2023-01-02,10663.79839376495,234.32253706471013,205.1305165217102,329.0041981262805,1.6,1.354,1919.8,3162.829419415979,10663.79839376495,10-wheeler,West Bengal,92.76,0.0,42827.76,43946.09,1
ORD046125,VEN005,HUB16,HUB08,Electronics Components,2023-01-02,6586.247219988304,292.3196250755598,240.0580508988292,278.68422166150344,0.5,0.421,602.1,3911.2594468997977,6586.247219988304,6-wheeler,Madhya Pradesh,94.15,0.0,10058.34,10323.77,2
ORD057470,VEN005,HUB05,HUB16,Electronics Components,2023-01-02,14930.447843536187,341.56547041909334,320.21243244480274,279.02620756573987,0.7,0.622,872.5,6103.615147501801,14930.447843536187,10-wheeler,Delhi,89.62,0.0,19257.12,19211.66,4
ORD033428,VEN001,HUB13,HUB07,Industrial Chemicals,2023-01-02,14788.292301259446,254.76885652293552,206.71552184343443,241.77076714078527,2.1,1.741,2509.7,2546.5558779753105,14788.292301259446,10-wheeler,Karnataka,93.85,0.0,58877.95,57400.49,4
ORD012899,VEN002,HUB18,HUB07,Electronics Components,2023-01-02,8397.737759248266,309.2508882093698,273.1622757296089,263.2626547076485,1.1,0.967,1427.5,4447.85816517724,8397.737759248266,6-wheeler,Gujarat,89.15,0.0,23676.66,23341.78,3
ORD054244,VEN005,HUB06,HUB15,Automotive Spare Parts,2023-01-02,24096.831003311185,332.5986294776519,316.79543698970764,285.55543885270885,0.8,0.725,1030.5,6017.551349384027,24096.831003311185,12-wheeler,Haryana,91.65,0.0,26193.79,26191.83,0
ORD046860,VEN015,HUB08,HUB04,Electronics Components,2023-01-02,16354.1743112724,475.3626473717223,304.90012915963774,360.71550268445196,0.7,0.631,860.8,10456.286270442268,16354.1743112724,12-wheeler,Rajasthan,95.05,0.0,22300.02,22566.11,2
ORD046154,VEN001,HUB15,HUB09,Steel Coils,2023-01-02,13816.507426921029,150.33156380295995,142.32036683452034,186.98953569155123,0.6,0.497,728.1,800.1373224058783,13816.507426921029,10-wheeler,Maharashtra,94.27,0.0,16627.66,16718.41,4
ORD030024,VEN005,HUB05,HUB17,Automotive Spare Parts,2023-01-02,12643.896282283984,282.27335663376965,209.48768984579874,281.31239370636655,1.4,1.258,1783.2,3326.957530804742,12643.896282283984,10-wheeler,Delhi,89.62,0.0,39716.55,39473.61,1
ORD009442,VEN001,HUB16,HUB11,Electronics Components,2023-01-02,23609.141319663442,395.39787748689685,353.89773929548016,553.9473760123518,1.3,1.091,1583.8,15502.817238818976,23609.141319663442,12-wheeler,Madhya Pradesh,94.15,0.0,40246.74,41373.8,3
ORD023486,VEN020,HUB09,HUB13,Automotive Spare Parts,2023-01-02,19598.710883066688,368.72714437439447,392.415037052207,328.7380226592932,1.5,1.29,1786.8,9513.288888386134,19598.710883066688,12-wheeler,Uttar Pradesh,90.85,0.0,45307.69,45516.12,2
ORD057907,VEN010,HUB07,HUB17,Electronics Components,2023-01-02,17706.87312103522,349.25820633289413,299.0800944011344,285.862934857265,1.5,1.454,2075.4,5972.029882556819,17706.87312103522,12-wheeler,Punjab,92.25,0.0,53901.25,53404.13,0
ORD043973,VEN001,HUB08,HUB15,Automotive Spare Parts,2023-01-02,9220.121465285585,281.08077653046826,263.8134856493365,200.0310161580899,0.8,0.658,963.7,2966.575963831159,9220.121465285585,10-wheeler,Rajasthan,95.05,0.0,21708.76,22311.54,3
ORD016740,VEN010,HUB10,HUB06,Electronics Components,2023-01-02,5650.651012084753,221.94229417959056,228.90142797134305,205.6061153112027,1.0,1.009,1466.9,2089.077714749069,5650.651012084753,6-wheeler,West Bengal,92.76,0.0,24304.56,24732.8,2
ORD041887,VEN002,HUB17,HUB15,Industrial Chemicals,2023-01-02,24147.525845372493,323.33585256431905,263.38827509256924,274.79839944161307,0.7,0.622,899.2,4680.524210008309,24147.525845372493,12-wheeler,Andhra Pradesh,97.35,0.0,25718.99,24278.6,2
ORD034692,VEN003,HUB12,HUB18,Steel Coils,2023-01-02,21419.788069543545,238.62872332228721,212.37777352094773,172.0358332135248,1.4,1.117,1565.4,1743.7358327494378,21419.788069543545,12-wheeler,Tamil Nadu,94.24,0.0,40048.85,40909.88,1
ORD059909,VEN018,HUB16,HUB03,Electronics Components,2023-01-02,5165.781549800128,310.3979915602152,263.9163176572255,183.46694084711282,0.3,0.271,388.6,3005.8891491494737,5165.781549800128,6-wheeler,Madhya Pradesh,94.15,0.0,6848.69,6644.51,1
ORD035377,VEN003,HUB16,HUB18,Automotive Spare Parts,2023-01-02,13702.059270904441,264.17315988755234,203.07777275424178,295.5614463365594,0.4,0.31,442.9,3171.238179534844,13702.059270904441,10-wheeler,Madhya Pradesh,94.15,0.0,10273.11,10169.14,2
ORD058050,VEN011,HUB06,HUB18,Industrial Chemicals,2023-01-02,17859.83365596748,234.22875009494476,233.48589242541405,279.85989448644057,1.0,0.776,1127.4,3061.05764073258,17859.83365596748,12-wheeler,Haryana,91.65,0.0,28001.91,28525.11,4
ORD019715,VEN003,HUB01,HUB11,Electronics Components,2023-01-02,20156.346102727155,434.7477116307172,369.0754794861982,428.6866721953539,1.1,0.874,1246.6,13756.960001739017,20156.346102727155,12-wheeler,Maharashtra,94.27,0.0,32132.38,32501.58,3
ORD053019,VEN005,HUB14,HUB15,Automotive Spare Parts,2023-01-02,21701.93968587128,391.4840259611873,315.5312655609278,223.4067614386325,0.4,0.379,506.3,5519.284155028389,21701.93968587128,12-wheeler,Telangana,96.15,0.0,13266.65,13478.33,0
ORD051281,VEN015,HUB04,HUB15,Steel Coils,2023-01-02,15507.117089183288,161.0818247183061,172.01393473657845,201.21027101495787,1.0,0.888,1187.5,1115.0396543207114,15507.117089183288,10-wheeler,Gujarat,89.15,0.0,26079.64,26107.4,1
ORD056221,VEN015,HUB11,HUB06,Steel Coils,2023-01-02,14674.41343838281,203.86503460570202,145.48548518287956,158.5430962987465,1.7,1.523,2171.6,940.4587321470218,14674.41343838281,10-wheeler,Tamil Nadu,94.24,0.0,49670.71,50166.04,4
ORD052803,VEN002,HUB07,HUB14,Industrial Chemicals,2023-01-02,17848.42242508621,281.1053276548841,225.74365791346486,202.00963889237732,1.5,1.33,1869.5,2563.8152273953406,17848.42242508621,12-wheeler,Punjab,92.25,0.0,46489.98,47989.67,0
ORD028846,VEN007,HUB14,HUB08,Bulk Textiles,2023-01-02,12834.219784441137,438.99364970558236,350.7857395313017,495.63200137209486,1.2,1.026,1463.0,15264.743215153372,15264.743215153372,10-wheeler,Telangana,96.15,0.0,33638.84,34174.85,2
ORD031635,VEN003,HUB01,HUB05,Electronics Components,2023-01-02,6631.860254657032,296.4985247791124,261.8045461641883,309.86558736875133,1.2,0.978,1410.0,4810.64227951884,6631.860254657032,6-wheeler,Maharashtra,94.27,0.0,24168.12,23950.2,2
ORD035037,VEN002,HUB07,HUB03,Industrial Chemicals,2023-01-02,11139.491384481658,228.8236910137482,246.4342441708496,200.80199897477348,0.9,0.77,1127.3,2264.644677104054,11139.491384481658,10-wheeler,Punjab,92.25,0.0,25058.11,25403.0,2
ORD055022,VEN005,HUB12,HUB10,Automotive Spare Parts,2023-01-02,17606.76324013248,286.8242653057503,286.0536428626534,312.95286900999685,1.5,1.497,2118.0,5135.376692147733,17606.76324013248,12-wheeler,Tamil Nadu,94.24,0.0,54302.42,55271.12,3
