price_date,state,diesel_price_per_litre,source
2023-01-07,Telangana,95.17,PPAC-benchmark
2023-01-07,Uttar Pradesh,89.83,PPAC-benchmark
2023-01-07,West Bengal,92.4,PPAC-benchmark
2023-01-08,Andhra Pradesh,96.4,PPAC-benchmark
2023-01-08,Delhi,87.59,PPAC-benchmark
2023-01-08,Gujarat,88.24,PPAC-benchmark
2023-01-08,Haryana,90.68,PPAC-benchmark
2023-01-08,Karnataka,92.89,PPAC-benchmark
2023-01-08,Madhya Pradesh,93.24,PPAC-benchmark
2023-01-08,Maharashtra,95.48,PPAC-benchmark
2023-01-08,Punjab,91.3,PPAC-benchmark
2023-01-08,Rajasthan,94.08,PPAC-benchmark
2023-01-08,Tamil Nadu,91.77,PPAC-benchmark
2023-01-08,Telangana,95.23,PPAC-benchmark
2023-01-08,Uttar Pradesh,89.9,PPAC-benchmark
2023-01-08,West Bengal,92.44,PPAC-benchmark
2023-01-09,Andhra Pradesh,96.41,PPAC-benchmark
2023-01-09,Delhi,87.49,PPAC-benchmark
2023-01-09,Gujarat,88.25,PPAC-benchmark
2023-01-09,Haryana,90.7,PPAC-benchmark
2023-01-09,Karnataka,92.93,PPAC-benchmark
2023-01-09,Madhya Pradesh,93.27,PPAC-benchmark
2023-01-09,Maharashtra,95.46,PPAC-benchmark
2023-01-09,Punjab,91.31,PPAC-benchmark
2023-01-09,Tamil Nadu,91.78,PPAC-benchmark
2023-01-09,Telangana,95.27,PPAC-benchmark
2023-01-09,Uttar Pradesh,89.93,PPAC-benchmark
2023-01-09,West Bengal,92.41,PPAC-benchmark
2023-01-10,Andhra Pradesh,96.44,PPAC-benchmark
2023-01-10,Delhi,87.51,PPAC-benchmark
2023-01-10,Gujarat,88.12,PPAC-benchmark
2023-01-10,Haryana,90.75,PPAC-benchmark
2023-01-10,Karnataka,92.89,PPAC-benchmark
2023-01-10,Madhya Pradesh,93.17,PPAC-benchmark
2023-01-10,Maharashtra,95.59,PPAC-benchmark
2023-01-10,Punjab,91.4,PPAC-benchmark
2023-01-10,Rajasthan,94.2,PPAC-benchmark
2023-01-10,Tamil Nadu,91.76,PPAC-benchmark
2023-01-10,Telangana,95.29,PPAC-benchmark
2023-01-10,Uttar Pradesh,89.94,PPAC-benchmark
2023-01-10,West Bengal,92.37,PPAC-benchmark
2023-01-11,Delhi,87.53,PPAC-benchmark
2023-01-11,Gujarat,88.34,PPAC-benchmark
2023-01-11,Haryana,90.83,PPAC-benchmark
2023-01-11,Karnataka,93.0,PPAC-benchmark
2023-01-11,Madhya Pradesh,93.35,PPAC-benchmark
2023-01-11,Maharashtra,95.53,PPAC-benchmark
2023-01-11,Punjab,91.31,PPAC-benchmark
2023-01-11,Rajasthan,94.19,PPAC-benchmark
2023-01-11,Tamil Nadu,91.78,PPAC-benchmark
2023-01-11,Telangana,95.26,PPAC-benchmark
2023-01-11,Uttar Pradesh,89.98,PPAC-benchmark
2023-01-11,West Bengal,92.43,PPAC-benchmark
2023-01-12,Delhi,87.58,PPAC-benchmark
2023-01-12,Gujarat,88.28,PPAC-benchmark
2023-01-12,Haryana,90.86,PPAC-benchmark
2023-01-12,Karnataka,92.97,PPAC-benchmark
2023-01-12,Madhya Pradesh,93.33,PPAC-benchmark
2023-01-12,Maharashtra,95.56,PPAC-benchmark
2023-01-12,Punjab,91.47,PPAC-benchmark
2023-01-12,Rajasthan,94.26,PPAC-benchmark
2023-01-12,Tamil Nadu,91.77,PPAC-benchmark
2023-01-12,Telangana,95.3,PPAC-benchmark
2023-01-12,Uttar Pradesh,89.97,PPAC-benchmark
2023-01-12,West Bengal,92.52,PPAC-benchmark
2023-01-13,Andhra Pradesh,96.59,PPAC-benchmark
2023-01-13,Delhi,87.57,PPAC-benchmark
2023-01-13,Gujarat,88.26,PPAC-benchmark
2023-01-13,Haryana,90.87,PPAC-benchmark
2023-01-13,Karnataka,93.08,PPAC-benchmark
2023-01-13,Madhya Pradesh,93.29,PPAC-benchmark
2023-01-13,Maharashtra,95.68,PPAC-benchmark
2023-01-13,Punjab,91.3,PPAC-benchmark
2023-01-13,Rajasthan,94.25,PPAC-benchmark
2023-01-13,Telangana,95.35,PPAC-benchmark
2023-01-13,Uttar Pradesh,90.02,PPAC-benchmark
2023-01-13,West Bengal,92.53,PPAC-benchmark
2023-01-14,Andhra Pradesh,96.57,PPAC-benchmark
2023-01-14,Delhi,87.71,PPAC-benchmark
2023-01-14,Gujarat,88.39,PPAC-benchmark
2023-01-14,Haryana,90.81,PPAC-benchmark
2023-01-14,Karnataka,93.07,PPAC-benchmark
2023-01-14,Madhya Pradesh,93.35,PPAC-benchmark
2023-01-14,Maharashtra,95.65,PPAC-benchmark
2023-01-14,Punjab,91.48,PPAC-benchmark
2023-01-14,Rajasthan,94.25,PPAC-benchmark
2023-01-14,Tamil Nadu,91.85,PPAC-benchmark
2023-01-14,Telangana,95.31,PPAC-benchmark
2023-01-14,Uttar Pradesh,90.06,PPAC-benchmark
2023-01-14,West Bengal,92.5,PPAC-benchmark
2023-01-15,Andhra Pradesh,96.58,PPAC-benchmark
2023-01-15,Delhi,87.67,PPAC-benchmark
2023-01-15,Gujarat,88.39,PPAC-benchmark
2023-01-15,Haryana,90.87,PPAC-benchmark
2023-01-15,Karnataka,93.18,PPAC-benchmark
2023-01-15,Madhya Pradesh,93.43,PPAC-benchmark
2023-01-15,Maharashtra,95.72,PPAC-benchmark
2023-01-15,Punjab,91.42,PPAC-benchmark
2023-01-15,Rajasthan,94.24,PPAC-benchmark
2023-01-15,Tamil Nadu,91.83,PPAC-benchmark
2023-01-15,Telangana,95.37,PPAC-benchmark
2023-01-15,Uttar Pradesh,90.13,PPAC-benchmark
2023-01-15,West Bengal,92.56,PPAC-benchmark
2023-01-16,Andhra Pradesh,96.62,PPAC-benchmark
2023-01-16,Gujarat,88.38,PPAC-benchmark
2023-01-16,Haryana,90.96,PPAC-benchmark
2023-01-16,Karnataka,93.04,PPAC-benchmark
2023-01-16,Madhya Pradesh,93.41,PPAC-benchmark
2023-01-16,Maharashtra,95.76,PPAC-benchmark
2023-01-16,Punjab,91.46,PPAC-benchmark
2023-01-16,Rajasthan,94.29,PPAC-benchmark
2023-01-16,Tamil Nadu,91.88,PPAC-benchmark
2023-01-16,Telangana,95.47,PPAC-benchmark
2023-01-16,Uttar Pradesh,90.08,PPAC-benchmark
2023-01-16,West Bengal,92.57,PPAC-benchmark
2023-01-17,Andhra Pradesh,96.58,PPAC-benchmark
2023-01-17,Delhi,87.75,PPAC-benchmark
2023-01-17,Gujarat,88.46,PPAC-benchmark
2023-01-17,Haryana,90.85,PPAC-benchmark
2023-01-17,Karnataka,93.13,PPAC-benchmark
2023-01-17,Madhya Pradesh,93.42,PPAC-benchmark
2023-01-17,Maharashtra,95.77,PPAC-benchmark
2023-01-17,Rajasthan,94.33,PPAC-benchmark
2023-01-17,Tamil Nadu,92.01,PPAC-benchmark
2023-01-17,Telangana,95.43,PPAC-benchmark
2023-01-17,Uttar Pradesh,90.17,PPAC-benchmark
2023-01-17,West Bengal,92.57,PPAC-benchmark
2023-01-18,Andhra Pradesh,96.64,PPAC-benchmark
2023-01-18,Delhi,87.74,PPAC-benchmark
2023-01-18,Gujarat,88.6,PPAC-benchmark
2023-01-18,Haryana,90.96,PPAC-benchmark
2023-01-18,Karnataka,93.26,PPAC-benchmark
2023-01-18,Madhya Pradesh,93.42,PPAC-benchmark
2023-01-18,Maharashtra,95.78,PPAC-benchmark
2023-01-18,Punjab,91.56,PPAC-benchmark
2023-01-18,Rajasthan,94.38,PPAC-benchmark
2023-01-18,Tamil Nadu,92.03,PPAC-benchmark
2023-01-18,Telangana,95.56,PPAC-benchmark
2023-01-18,Uttar Pradesh,90.26,PPAC-benchmark
2023-01-19,Andhra Pradesh,96.78,PPAC-benchmark
2023-01-19,Delhi,87.78,PPAC-benchmark
2023-01-19,Gujarat,88.45,PPAC-benchmark
2023-01-19,Haryana,90.97,PPAC-benchmark
2023-01-19,Karnataka,93.16,PPAC-benchmark
2023-01-19,Madhya Pradesh,93.58,PPAC-benchmark
2023-01-19,Maharashtra,95.8,PPAC-benchmark
2023-01-19,Punjab,91.71,PPAC-benchmark
2023-01-19,Rajasthan,94.35,PPAC-benchmark
2023-01-19,Telangana,95.56,PPAC-benchmark
2023-01-19,West Bengal,92.78,PPAC-benchmark
2023-01-20,Gujarat,88.66,PPAC-benchmark
2023-01-20,Haryana,91.09,PPAC-benchmark
2023-01-20,Karnataka,93.27,PPAC-benchmark
2023-01-20,Maharashtra,95.81,PPAC-benchmark
2023-01-20,Punjab,91.59,PPAC-benchmark
2023-01-20,Rajasthan,94.43,PPAC-benchmark
2023-01-20,Tamil Nadu,92.01,PPAC-benchmark
2023-01-20,Telangana,95.55,PPAC-benchmark
2023-01-20,Uttar Pradesh,90.26,PPAC-benchmark
2023-01-20,West Bengal,92.87,PPAC-benchmark
2023-01-21,Andhra Pradesh,96.9,PPAC-benchmark
2023-01-21,Delhi,87.9,PPAC-benchmark
2023-01-21,Gujarat,88.57,PPAC-benchmark
2023-01-21,Haryana,91.01,PPAC-benchmark
2023-01-21,Karnataka,93.19,PPAC-benchmark
2023-01-21,Madhya Pradesh,93.55,PPAC-benchmark
2023-01-21,Maharashtra,95.98,PPAC-benchmark
2023-01-21,Punjab,91.63,PPAC-benchmark
2023-01-21,Rajasthan,94.48,PPAC-benchmark
2023-01-21,Tamil Nadu,92.15,PPAC-benchmark
2023-01-21,Telangana,95.66,PPAC-benchmark
2023-01-21,Uttar Pradesh,90.4,PPAC-benchmark
2023-01-21,West Bengal,92.69,PPAC-benchmark
2023-01-22,Andhra Pradesh,96.82,PPAC-benchmark
2023-01-22,Delhi,87.91,PPAC-benchmark
2023-01-22,Gujarat,88.68,PPAC-benchmark
2023-01-22,Haryana,91.08,PPAC-benchmark
2023-01-22,Karnataka,93.46,PPAC-benchmark
2023-01-22,Madhya Pradesh,93.7,PPAC-benchmark
2023-01-22,Maharashtra,96.03,PPAC-benchmark
2023-01-22,Punjab,91.78,PPAC-benchmark
2023-01-22,Rajasthan,94.51,PPAC-benchmark
2023-01-22,Tamil Nadu,92.08,PPAC-benchmark
2023-01-22,Telangana,95.63,PPAC-benchmark
2023-01-22,Uttar Pradesh,90.31,PPAC-benchmark
2023-01-23,Andhra Pradesh,96.88,PPAC-benchmark
2023-01-23,Delhi,88.09,PPAC-benchmark
2023-01-23,Gujarat,88.73,PPAC-benchmark
2023-01-23,Haryana,91.2,PPAC-benchmark
2023-01-23,Karnataka,93.27,PPAC-benchmark
2023-01-23,Madhya Pradesh,93.76,PPAC-benchmark
2023-01-23,Maharashtra,96.09,PPAC-benchmark
2023-01-23,Punjab,91.8,PPAC-benchmark
2023-01-23,Rajasthan,94.64,PPAC-benchmark
2023-01-23,Tamil Nadu,92.24,PPAC-benchmark
2023-01-23,Telangana,95.72,PPAC-benchmark
2023-01-23,Uttar Pradesh,90.37,PPAC-benchmark
2023-01-23,West Bengal,92.95,PPAC-benchmark
2023-01-24,Andhra Pradesh,96.94,PPAC-benchmark
2023-01-24,Delhi,88.01,PPAC-benchmark
2023-01-24,Gujarat,88.7,PPAC-benchmark
2023-01-24,Haryana,91.13,PPAC-benchmark
2023-01-24,Karnataka,93.38,PPAC-benchmark
2023-01-24,Madhya Pradesh,93.78,PPAC-benchmark
2023-01-24,Maharashtra,96.04,PPAC-benchmark
2023-01-24,Rajasthan,94.59,PPAC-benchmark
2023-01-24,Tamil Nadu,92.24,PPAC-benchmark
2023-01-24,Telangana,95.78,PPAC-benchmark
2023-01-24,Uttar Pradesh,90.42,PPAC-benchmark
2023-01-24,West Bengal,92.97,PPAC-benchmark
2023-01-25,Andhra Pradesh,96.97,PPAC-benchmark
2023-01-25,Delhi,88.01,PPAC-benchmark
2023-01-25,Gujarat,88.78,PPAC-benchmark
2023-01-25,Haryana,91.25,PPAC-benchmark
2023-01-25,Karnataka,93.46,PPAC-benchmark
2023-01-25,Madhya Pradesh,93.77,PPAC-benchmark
2023-01-25,Maharashtra,95.94,PPAC-benchmark
2023-01-25,Punjab,91.86,PPAC-benchmark
2023-01-25,Tamil Nadu,92.23,PPAC-benchmark
2023-01-25,Telangana,95.75,PPAC-benchmark
2023-01-25,Uttar Pradesh,90.49,PPAC-benchmark
2023-01-25,West Bengal,93.03,PPAC-benchmark
2023-01-26,Delhi,88.08,PPAC-benchmark
2023-01-26,Gujarat,88.81,PPAC-benchmark
2023-01-26,Haryana,91.33,PPAC-benchmark
2023-01-26,Karnataka,93.56,PPAC-benchmark
2023-01-26,Madhya Pradesh,93.75,PPAC-benchmark
2023-01-26,Maharashtra,96.11,PPAC-benchmark
2023-01-26,Punjab,91.86,PPAC-benchmark
2023-01-26,Rajasthan,94.72,PPAC-benchmark
2023-01-26,Tamil Nadu,92.21,PPAC-benchmark
2023-01-26,Telangana,95.78,PPAC-benchmark
2023-01-26,Uttar Pradesh,90.52,PPAC-benchmark
2023-01-26,West Bengal,92.98,PPAC-benchmark
2023-01-27,Delhi,88.0,PPAC-benchmark
2023-01-27,Gujarat,88.77,PPAC-benchmark
2023-01-27,Haryana,91.39,PPAC-benchmark
2023-01-27,Karnataka,93.47,PPAC-benchmark
2023-01-27,Madhya Pradesh,93.81,PPAC-benchmark
2023-01-27,Maharashtra,96.11,PPAC-benchmark
2023-01-27,Punjab,91.93,PPAC-benchmark
2023-01-27,Rajasthan,94.73,PPAC-benchmark
2023-01-27,Tamil Nadu,92.31,PPAC-benchmark
2023-01-27,Telangana,95.83,PPAC-benchmark
2023-01-27,Uttar Pradesh,90.43,PPAC-benchmark
2023-01-27,West Bengal,92.88,PPAC-benchmark
2023-01-28,Andhra Pradesh,96.98,PPAC-benchmark
2023-01-28,Delhi,88.09,PPAC-benchmark
2023-01-28,Gujarat,88.82,PPAC-benchmark
2023-01-28,Haryana,91.31,PPAC-benchmark
2023-01-28,Karnataka,93.42,PPAC-benchmark
2023-01-28,Madhya Pradesh,93.76,PPAC-benchmark
2023-01-28,Maharashtra,96.13,PPAC-benchmark
2023-01-28,Punjab,91.99,PPAC-benchmark
2023-01-28,Rajasthan,94.69,PPAC-benchmark
2023-01-28,Tamil Nadu,92.28,PPAC-benchmark
2023-01-28,Telangana,95.84,PPAC-benchmark
2023-01-28,Uttar Pradesh,90.56,PPAC-benchmark
2023-01-28,West Bengal,92.92,PPAC-benchmark
2023-01-29,Andhra Pradesh,96.95,PPAC-benchmark
2023-01-29,Delhi,88.06,PPAC-benchmark
2023-01-29,Gujarat,88.77,PPAC-benchmark
2023-01-29,Haryana,91.33,PPAC-benchmark
2023-01-29,Karnataka,93.59,PPAC-benchmark
2023-01-29,Madhya Pradesh,93.89,PPAC-benchmark
2023-01-29,Maharashtra,96.19,PPAC-benchmark
2023-01-29,Punjab,91.98,PPAC-benchmark
2023-01-29,Rajasthan,94.73,PPAC-benchmark
2023-01-29,Tamil Nadu,92.27,PPAC-benchmark
2023-01-29,Telangana,95.83,PPAC-benchmark
2023-01-29,Uttar Pradesh,90.52,PPAC-benchmark
2023-01-29,West Bengal,93.05,PPAC-benchmark
2023-01-30,Andhra Pradesh,97.11,PPAC-benchmark
2023-01-30,Delhi,88.23,PPAC-benchmark
2023-01-30,Gujarat,88.89,PPAC-benchmark
2023-01-30,Haryana,91.43,PPAC-benchmark
2023-01-30,Karnataka,93.51,PPAC-benchmark
2023-01-30,Madhya Pradesh,93.95,PPAC-benchmark
2023-01-30,Maharashtra,96.07,PPAC-benchmark
2023-01-30,Punjab,91.94,PPAC-benchmark
2023-01-30,Rajasthan,94.83,PPAC-benchmark
2023-01-30,Tamil Nadu,92.43,PPAC-benchmark
2023-01-30,Telangana,95.82,PPAC-benchmark
2023-01-30,Uttar Pradesh,90.64,PPAC-benchmark
2023-01-30,West Bengal,93.09,PPAC-benchmark
2023-01-31,Andhra Pradesh,97.1,PPAC-benchmark
2023-01-31,Delhi,88.22,PPAC-benchmark
2023-01-31,Gujarat,88.94,PPAC-benchmark
2023-01-31,Haryana,91.36,PPAC-benchmark
2023-01-31,Madhya Pradesh,94.03,PPAC-benchmark
2023-01-31,Maharashtra,96.16,PPAC-benchmark
2023-01-31,Punjab,92.07,PPAC-benchmark
2023-01-31,Rajasthan,94.83,PPAC-benchmark
2023-01-31,Tamil Nadu,92.35,PPAC-benchmark
2023-01-31,Telangana,95.88,PPAC-benchmark
2023-01-31,Uttar Pradesh,90.55,PPAC-benchmark
2023-01-31,West Bengal,93.15,PPAC-benchmark
2023-02-01,Andhra Pradesh,97.04,PPAC-benchmark
2023-02-01,Delhi,88.26,PPAC-benchmark
2023-02-01,Gujarat,89.03,PPAC-benchmark
2023-02-01,Haryana,91.34,PPAC-benchmark
2023-02-01,Karnataka,93.61,PPAC-benchmark
2023-02-01,Madhya Pradesh,93.96,PPAC-benchmark
2023-02-01,Maharashtra,96.19,PPAC-benchmark
2023-02-01,Punjab,92.03,PPAC-benchmark
2023-02-01,Rajasthan,94.83,PPAC-benchmark
2023-02-01,Tamil Nadu,92.47,PPAC-benchmark
2023-02-01,Telangana,95.89,PPAC-benchmark
2023-02-01,Uttar Pradesh,90.51,PPAC-benchmark
2023-02-01,West Bengal,93.21,PPAC-benchmark
2023-02-02,Andhra Pradesh,97.17,PPAC-benchmark
2023-02-02,Delhi,88.18,PPAC-benchmark
2023-02-02,Gujarat,89.02,PPAC-benchmark
2023-02-02,Haryana,91.39,PPAC-benchmark
2023-02-02,Karnataka,93.65,PPAC-benchmark
2023-02-02,Madhya Pradesh,93.96,PPAC-benchmark
2023-02-02,Maharashtra,96.27,PPAC-benchmark
2023-02-02,Punjab,92.13,PPAC-benchmark
2023-02-02,Rajasthan,94.92,PPAC-benchmark
2023-02-02,Tamil Nadu,92.43,PPAC-benchmark
2023-02-02,Telangana,96.0,PPAC-benchmark
2023-02-02,Uttar Pradesh,90.7,PPAC-benchmark
2023-02-02,West Bengal,93.22,PPAC-benchmark
2023-02-03,Andhra Pradesh,97.22,PPAC-benchmark
2023-02-03,Delhi,88.41,PPAC-benchmark
2023-02-03,Gujarat,89.08,PPAC-benchmark
2023-02-03,Haryana,91.43,PPAC-benchmark
2023-02-03,Karnataka,93.83,PPAC-benchmark
2023-02-03,Madhya Pradesh,93.93,PPAC-benchmark
2023-02-03,Maharashtra,96.23,PPAC-benchmark
2023-02-03,Punjab,92.11,PPAC-benchmark
2023-02-03,Rajasthan,94.88,PPAC-benchmark
2023-02-03,Tamil Nadu,92.51,PPAC-benchmark
2023-02-03,Uttar Pradesh,90.77,PPAC-benchmark
2023-02-03,West Bengal,93.22,PPAC-benchmark
2023-02-04,Andhra Pradesh,97.24,PPAC-benchmark
2023-02-04,Delhi,88.38,PPAC-benchmark
2023-02-04,Gujarat,89.0,PPAC-benchmark
2023-02-04,Haryana,91.59,PPAC-benchmark
2023-02-04,Karnataka,93.72,PPAC-benchmark
2023-02-04,Madhya Pradesh,94.07,PPAC-benchmark
2023-02-04,Maharashtra,96.4,PPAC-benchmark
2023-02-04,Punjab,92.18,PPAC-benchmark
2023-02-04,Rajasthan,94.93,PPAC-benchmark
2023-02-04,Tamil Nadu,92.56,PPAC-benchmark
2023-02-04,Telangana,96.03,PPAC-benchmark
2023-02-04,Uttar Pradesh,90.8,PPAC-benchmark
2023-02-04,West Bengal,93.27,PPAC-benchmark
2023-02-05,Andhra Pradesh,97.24,PPAC-benchmark
2023-02-05,Delhi,88.43,PPAC-benchmark
2023-02-05,Gujarat,89.09,PPAC-benchmark
2023-02-05,Haryana,91.46,PPAC-benchmark
2023-02-05,Karnataka,93.76,PPAC-benchmark
2023-02-05,Madhya Pradesh,93.99,PPAC-benchmark
2023-02-05,Maharashtra,96.36,PPAC-benchmark
2023-02-05,Punjab,92.13,PPAC-benchmark
2023-02-05,Rajasthan,94.95,PPAC-benchmark
2023-02-05,Tamil Nadu,92.61,PPAC-benchmark
2023-02-05,Telangana,95.98,PPAC-benchmark
2023-02-05,Uttar Pradesh,90.77,PPAC-benchmark
2023-02-05,West Bengal,93.22,PPAC-benchmark
2023-02-06,Andhra Pradesh,97.31,PPAC-benchmark
2023-02-06,Delhi,88.33,PPAC-benchmark
2023-02-06,Gujarat,89.04,PPAC-benchmark
2023-02-06,Haryana,91.68,PPAC-benchmark
2023-02-06,Karnataka,93.8,PPAC-benchmark
2023-02-06,Madhya Pradesh,94.07,PPAC-benchmark
2023-02-06,Punjab,92.23,PPAC-benchmark
2023-02-06,Rajasthan,94.97,PPAC-benchmark
2023-02-06,Tamil Nadu,92.58,PPAC-benchmark
2023-02-06,Telangana,96.01,PPAC-benchmark
2023-02-06,Uttar Pradesh,90.76,PPAC-benchmark
2023-02-06,West Bengal,93.23,PPAC-benchmark
2023-02-07,Andhra Pradesh,97.31,PPAC-benchmark
2023-02-07,Delhi,88.44,PPAC-benchmark
2023-02-07,Gujarat,89.06,PPAC-benchmark
2023-02-07,Haryana,91.63,PPAC-benchmark
2023-02-07,Karnataka,93.87,PPAC-benchmark
2023-02-07,Madhya Pradesh,94.06,PPAC-benchmark
2023-02-07,Maharashtra,96.42,PPAC-benchmark
2023-02-07,Punjab,92.13,PPAC-benchmark
2023-02-07,Rajasthan,95.02,PPAC-benchmark
2023-02-07,Tamil Nadu,92.61,PPAC-benchmark
2023-02-07,Telangana,96.13,PPAC-benchmark
2023-02-07,Uttar Pradesh,90.8,PPAC-benchmark
2023-02-07,West Bengal,93.3,PPAC-benchmark
2023-02-08,Andhra Pradesh,97.34,PPAC-benchmark
2023-02-08,Delhi,88.45,PPAC-benchmark
2023-02-08,Gujarat,89.17,PPAC-benchmark
2023-02-08,Haryana,91.64,PPAC-benchmark
2023-02-08,Karnataka,93.81,PPAC-benchmark
2023-02-08,Madhya Pradesh,94.08,PPAC-benchmark
2023-02-08,Maharashtra,96.41,PPAC-benchmark
2023-02-08,Punjab,92.16,PPAC-benchmark
2023-02-08,Rajasthan,95.06,PPAC-benchmark
2023-02-08,Tamil Nadu,92.66,PPAC-benchmark
2023-02-08,Telangana,96.09,PPAC-benchmark
2023-02-08,Uttar Pradesh,90.81,PPAC-benchmark
2023-02-08,West Bengal,93.38,PPAC-benchmark
2023-02-09,Andhra Pradesh,97.35,PPAC-benchmark
2023-02-09,Delhi,88.41,PPAC-benchmark
2023-02-09,Gujarat,89.08,PPAC-benchmark
2023-02-09,Haryana,91.64,PPAC-benchmark
2023-02-09,Karnataka,93.86,PPAC-benchmark
2023-02-09,Madhya Pradesh,94.14,PPAC-benchmark
2023-02-09,Maharashtra,96.43,PPAC-benchmark
2023-02-09,Punjab,92.23,PPAC-benchmark
2023-02-09,Rajasthan,95.07,PPAC-benchmark
2023-02-09,Tamil Nadu,92.61,PPAC-benchmark
2023-02-09,Telangana,96.22,PPAC-benchmark
2023-02-09,Uttar Pradesh,90.86,PPAC-benchmark
2023-02-09,West Bengal,93.41,PPAC-benchmark
2023-02-10,Delhi,88.4,PPAC-benchmark
2023-02-10,Gujarat,89.24,PPAC-benchmark
